idx,true,pred,confidence,node,node_score,novel_flag,reason
57,Fraud,Fraud,80,,0.0,True,"The customer support representative is asking the victim to be in front of their computer, which could be a tactic to gain remote access."
58,Fraud,Fraud,80,,0.0,True,"The caller is asking for personal information (website URL) and the breeder is being overly trusting, which is a red flag."
59,Normal,Fraud,80,,0.0,True,"The bank representative asked for the customer's address and zip code, which is unusual for a routine checkbook request."
60,Fraud,Fraud,80,,0.0,True,"The customer support representative is asking for sensitive information (email address, phone type) and trying to get the caller to put the call on speakerphone, which could be a tactic to gain unauthorized access."
61,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and money is moving between their own accounts with no pressure or suspicious behavior."
62,Fraud,Fraud,80,,0.0,True,"The caller is asking for sensitive information (postcode and house number) to look into a database, which could be used for identity theft or phishing."
63,Normal,Normal,90,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
64,Fraud,Fraud,80,,0.2,True,"The customer support representative is trying to verify the authenticity of a suspicious transaction, but the conversation lacks transparency and the representative's tone suggests an attempt to manipulate the customer into revealing sensitive information."
65,Fraud,Fraud,80,,0.0,True,"The support agent is asking the customer to perform a specific action on their keyboard, which could be used as social engineering to gain access to the computer."
66,Normal,Fraud,80,,0.2,True,"The bank representative was overly accommodating and didn't ask for any verification information, which is unusual for a legitimate customer service interaction."
67,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated contact and is asking for a refund form to be submitted back to their company, which matches the defining behaviour of 'asks for remote access to process refund' in the known scam pattern."
68,Fraud,Fraud,80,,0.0,True,"The customer is being asked to provide sensitive information (last 48 hours of activity) and the tech support representative is trying to gain trust by acknowledging a potential mistake, which may be an attempt to manipulate the customer into revealing more information."
69,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and the conversation does not exhibit any of the defining behaviours of a bank impersonation scam."
70,Fraud,Fraud,80,,0.0,True,"The caller is attempting to initiate a refund without providing any information about the subscription or services, and is using COVID-19 as an excuse for shutting down operations."
71,Fraud,Fraud,80,,0.0,True,"The caller is attempting to manipulate the customer into disconnecting from a server, which could be a ruse to gain unauthorized access."
72,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated contact, claimed to be Amazon Prime, and requested action on a charge in the customer's own account, which matches the defining behaviors of the Fake refund/overpayment scam pattern."
73,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and money will move between their own accounts, matching the legitimate version of this interaction."
74,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call and the bank verified their identity, matching the legitimate version of this interaction."
75,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and a new checkbook was sent to their own address, matching the legitimate version of this interaction."
76,Fraud,Fraud,80,,0.0,True,"The caller claims to be from HMRC and asks for personal details, which is a common tactic used by scammers to gain trust."
77,Fraud,Fraud,90,order_confirmation,0.4,False,"The call exhibits unsolicited contact, impersonation, and pressure to take action, with a request for the customer to call back on a specific number, which is indicative of a scam."
78,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and Patricia asked for Mary's phone number, which is a reversal of the legitimate bank call process."
79,Fraud,Fraud,80,refund_scam,0.4,False,"The call exhibits pressure and unsolicited contact, with money flowing away from the customer to the caller's account via a refund application."
80,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated unsolicited contact, impersonated a refund department, and requested remote access to process a refund via contacting the recipient's bank."
81,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated unsolicited contact, impersonated an Amazon representative, and requested the recipient to log into their bank account, which matches the defining behaviours of a fake refund/overpayment scam."
82,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and the bank representative verified the customer's identity before sending a replacement debit card to their own account."
83,Fraud,Fraud,80,,0.0,True,"The caller is attempting to manipulate the customer into revealing sensitive information and sending a refund form, which may be used for malicious purposes."
84,Normal,Normal,90,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
85,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated unsolicited contact, impersonated Amazon, and requested remote access to check system for unauthorized use, which matches the defining behaviours of a fake refund/overpayment scam."
86,Fraud,Fraud,80,,0.0,True,The caller is being manipulated into revealing sensitive information about their computer and online accounts.
87,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, which are defining behaviors of bank impersonation scams."
88,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and money will move within their own account, matching the legitimate version of this interaction."
89,Fraud,Fraud,80,,0.0,True,"The caller is trying to manipulate the customer into confirming an invoice number, which could be used for identity theft or unauthorized access."
90,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated the contact and Patricia asked for sensitive information (address) without verifying the customer's identity, which is a defining behavior of bank impersonation scams."
91,Fraud,Fraud,80,,0.0,True,"The caller is trying to sell a McAfee subscription, but the customer claims they didn't authorize it and doesn't know what it is."
92,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated unsolicited contact, impersonated Amazon's refund department, and requested remote access to process a refund, which are defining behaviors of the Fake refund / overpayment scam pattern."
93,Normal,Normal,80,,0.0,True,"The call appears to be a legitimate customer service interaction between Michael Garcia and Harper Valley National Bank, with no signs of manipulation or suspicious activity."
94,Normal,Normal,90,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
95,Fraud,Fraud,80,,0.0,True,"The customer service representative is asking for access to the computer, which could be a way to gain unauthorized access."
96,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and money is moving within their own account to a third-party biller, which matches the legitimate version of this interaction."
97,Fraud,Fraud,90,tech_support,0.4,False,"The caller initiated contact, impersonated Microsoft support, and applied pressure with a threat of permanent ban to gain access to the customer's computer."
98,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and a new checkbook was sent to their own account without any pressure or suspicious activity."
99,Fraud,Fraud,80,,0.0,True,The caller is attempting to charge the customer without their consent and is trying to rush them into making a decision.
100,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, matching the defining behaviours of bank impersonation scams."
101,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, matching the defining behaviours of bank impersonation scams."
102,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, matching the defining behaviours of bank impersonation scams."
103,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and money will move between their own accounts, matching the legitimate version of this interaction."
104,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and the bank is sending a checkbook to the customer's own address, matching the legitimate version of this interaction."
105,Fraud,Fraud,80,,0.0,True,"The customer service representative is asking for a one-time verification code, which could be used to gain unauthorized access to the account."
106,Fraud,Normal,80,tech_support,0.4,False,"The customer initiated the call and there is no indication of pressure, money/codes/data flowing away from the customer, or unsolicited contact."
107,Fraud,Fraud,80,tech_support,0.4,False,"The caller initiated contact, impersonated a Microsoft Windows support technician, and applied pressure with vague consequences, matching the defining behaviours of a fake technical support scam."
108,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated unsolicited contact, impersonated Amazon, and requested remote access to investigate suspicious activity, which matches the defining behaviours of a fake refund/overpayment scam."
109,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and a new checkbook was sent to their own address without requesting any sensitive information or money transfer."
110,Fraud,Fraud,80,refund_scam,0.4,False,"The call exhibits unsolicited contact, impersonation, and an attempt to transfer money away from the customer's account to a third party."
111,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and no money or codes were requested to be sent away from their account."
112,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and requested action, which is a defining behaviour of bank impersonation scams."
113,Fraud,Fraud,80,,0.0,True,"The support representative is asking for access to the customer's laptop, which could be a ploy to gain unauthorized access."
114,Fraud,Fraud,80,,0.0,True,The caller is trying to manipulate the customer into paying for a subscription that may not be legitimate.
115,Fraud,Fraud,80,,0.0,True,The caller claims to be from a 'fraud prevention team' but is asking for personal information and trying to verify the identity of an unknown person.
116,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call and the bank verified their identity, with no indication of money or codes flowing away from the customer."
117,Normal,Normal,80,,0.0,True,"The caller is attempting to transfer money between their own accounts, which suggests a legitimate transaction."
118,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and requested a new checkbook to be sent to their home address, which is an unsolicited action that matches the defining behavior of bank impersonation scams."
119,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated unsolicited contact, impersonated Amazon support, and threatened taking legal action if the recipient didn't comply with their request"
120,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact, impersonated a bank representative, and requested payment to be sent to a third party, which matches the defining behaviors of a bank impersonation scam."
121,Fraud,Fraud,80,,0.0,True,"The caller is attempting to sell an auto-renewal contract for $1500 without providing any clear information about the services or benefits, and is pressuring the customer into making a decision."
122,Fraud,Fraud,80,,0.0,True,The caller is trying to gain access to the victim's bank information under false pretenses.
123,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and the bank is requesting a new checkbook to be sent to the customer's own address, matching the legitimate version of this interaction."
124,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and provided a password reset link, which is not consistent with legitimate bank interactions where customers initiate calls and codes are sent to them."
125,Fraud,Fraud,80,,0.0,True,"The caller is asking for details about unauthorized charges, which could be a tactic to gain access to the customer's account information."
126,Normal,Normal,80,,0.0,True,"The call appears to be a legitimate customer service interaction between Jennifer Williams and Harper Valley National Bank, with no signs of manipulation or suspicious activity."
127,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and requested actions that moved money away from the customer's account to a new credit card, which is a defining behavior of bank impersonation scams."
128,Fraud,Fraud,80,government_tax,0.4,False,"The call exhibits unsolicited impersonation and pressure for immediate action, which are defining behaviours of government/police scams."
129,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, matching the defining behaviours of bank impersonation scams."
130,Fraud,Fraud,80,tech_support,0.4,False,"The caller initiated unsolicited contact and impersonated Microsoft Windows Defender to gain access to the customer's computer, which matches the defining behaviours of a fake technical support scam."
131,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, matching the defining behaviours of bank impersonation scams."
132,Fraud,Fraud,80,,0.0,True,"The tech support representative is trying to create a sense of urgency and fear, which is a common tactic used by scammers to manipulate victims into revealing sensitive information or taking unnecessary actions."
133,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated the call and requested a new checkbook to be sent to their home address, which is a characteristic of bank impersonation scams."
134,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and requested action, which is a defining behaviour of bank impersonation scams."
135,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated unsolicited contact, requested remote access to process a renewal, and implied pressure by mentioning an automatic charge if the customer doesn't take action."
136,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call and the conversation does not exhibit any of the defining behaviours of a bank impersonation scam, such as pressure or money/codes/data flowing away from the customer."
137,Normal,Normal,90,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
138,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, matching the defining behaviours of bank impersonation scams."
139,Fraud,Fraud,80,refund_scam,0.4,False,"The call exhibits unsolicited contact and impersonation, but most importantly, it asks for a remote action (pressing one) to resolve an issue, which is a defining behavior of the Fake refund/overpayment scam pattern."
140,Fraud,Fraud,80,,0.0,True,"The caller is asking for sensitive information (badge ID number) and trying to create a sense of urgency with a lawsuit threat, which are common tactics used in scams."
141,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated contact, impersonated Amazon, and asked for investigation of fraudulent activities on the account, which is a pressure tactic to gain access to sensitive information."
142,Normal,Fraud,80,bank_impersonation,0.4,False,"The call was an unsolicited contact from a claimed bank representative, requesting action without verifying the customer's identity."
143,Fraud,Fraud,80,,0.0,True,"The caller is asking the customer to access their computer and describe what they see, which could be a phishing attempt."
144,Normal,Normal,80,,0.0,True,"The call appears to be a legitimate customer service interaction between Patricia Brown and Harper Valley National Bank, with no signs of manipulation or suspicious activity."
145,Normal,Normal,90,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
146,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated unsolicited contact, impersonated an Amazon representative, and attempted to gain remote access to the customer's computer to process a non-existent purchase."
147,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and asked for payment to a third-party account, which matches the defining behaviours of bank impersonation scams."
148,Fraud,Fraud,80,,0.0,True,"The customer's response to the alert, claiming they took a picture of it and had to turn off their computer, is suspicious and may be an attempt to create a sense of urgency or confusion."
149,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated contact, claimed to be from Amazon's customer support, and asked for sensitive information (order ID) without providing a clear reason why the customer should trust them."
150,Fraud,Fraud,80,,0.0,True,"The caller is trying to manipulate the customer into filling out a cancellation form on their computer, which could be a phishing attempt."
151,Fraud,Fraud,80,,0.0,True,The caller is presenting a service that sounds too good to be true (free government program) and is trying to elicit sensitive financial information.
152,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, which matches the defining behaviours of bank impersonation scams."
153,Fraud,Fraud,80,order_confirmation,0.4,False,"The caller initiated contact and requested personal information, which is a defining behaviour of the Fake order/delivery confirmation scam pattern."
154,Fraud,Fraud,80,,0.0,True,"The caller is trying to manipulate the customer into revealing their computer access, which could be used for malicious purposes."
155,Fraud,Fraud,80,,0.1,True,"The caller is claiming to be an HMRC officer and threatening arrest, which is a common tactic used by scammers to manipulate victims into revealing personal information."
156,Normal,Normal,90,,0.0,True,"The call appears to be a legitimate customer service interaction between David Smith and Harper Valley National Bank, with no indication of manipulation or exploitation."
157,Normal,Normal,80,,0.2,True,"The conversation appears to be a legitimate customer service call from a bank, with the representative assisting Mary Rodriguez in replacing her lost credit card."
158,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and money will move between their own accounts, matching the legitimate version of this interaction."
159,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and requested a password reset, which is not consistent with the legitimate version of this interaction."
160,Fraud,Fraud,80,,0.0,True,"The caller is attempting to charge the customer for a service they claim was automatically renewed, but the customer had no prior knowledge of it."
161,Normal,Normal,80,,0.0,True,"The caller is paying a legitimate bill to Smart Electric, and the conversation appears routine and normal."
162,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, matching the defining behaviours of bank impersonation scams."
163,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
164,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, which matches the defining behaviours of bank impersonation scams."
165,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, which matches the defining behaviours of bank impersonation scams."
166,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and asked for a payment to be made to a third party, which is a defining behavior of bank impersonation scams."
167,Fraud,Fraud,80,,0.0,True,"The caller is attempting to manipulate the customer into taking action without verifying their identity or authority, and may be trying to gain access to the customer's account."
168,Fraud,Fraud,80,tech_support,0.4,False,"The caller initiated unsolicited contact and impersonated Apple tech support, which matches the defining behaviours of a fake technical support scam."
169,Fraud,Fraud,80,,0.0,True,"The customer support representative is asking for details about the user's online activities, which could be used to manipulate them into revealing sensitive information."
170,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated contact and is asking for remote access to investigate a mysterious charge, which matches the defining behavior of the Fake refund/overpayment scam pattern."
171,Fraud,Fraud,80,,0.0,True,"The caller is claiming to be from Visa Secure and asking for immediate action, which is a common tactic used by scammers."
172,Fraud,Fraud,80,,0.0,True,"The caller is being asked to reveal sensitive information (email address) and perform a suspicious action (looking at the keyboard for a specific key), which could be used for phishing or other malicious purposes."
173,Fraud,Fraud,80,,0.0,True,"The caller is asking for sensitive information (date of birth and postcode) without providing any context or evidence, which is a common tactic used by scammers to verify identities."
174,Normal,Normal,90,bank_impersonation,0.4,False,"The customer initiated the call, and the password reset link was sent to their phone, matching the legitimate version of this interaction."
175,Fraud,Fraud,80,,0.0,True,The customer support representative is asking for sensitive information (order confirmation number and name) without verifying the customer's identity or providing any context about the order.
176,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and provided a new checkbook without verifying the customer's identity, which is a defining behavior of bank impersonation scams."
177,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
178,Fraud,Fraud,80,tech_support,0.4,False,"The caller initiated contact and exhibited pressure by repeatedly asking for personal information, which is a defining behavior of fake technical support scams."
179,Fraud,Fraud,80,,0.0,True,"The caller is attempting to initiate a refund and cancel subscription, but the conversation seems suspiciously convenient for the customer's benefit."
180,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and requested sensitive information, which is a defining behavior of bank impersonation scams."
181,Fraud,Fraud,80,,0.0,True,"The caller is asking for sensitive information (computer type, browser usage) and trying to gain access to the victim's computer."
182,Normal,Normal,80,,0.0,True,"The caller is paying a legitimate bill to Smart Electric, and the conversation appears routine and normal."
183,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, matching the defining behaviours of bank impersonation scams."
184,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and requested a new checkbook to be sent to their home address, which matches the defining behaviours of bank impersonation scams."
185,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and the conversation does not exhibit any of the defining scam behaviors."
186,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and money is moving within their own account to a third-party company, which matches the legitimate version of this interaction."
187,Normal,Normal,90,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
188,Fraud,Fraud,80,refund_scam,0.4,False,"The caller initiated unsolicited contact, impersonated a refund department, and asked for payment via an unclear method, matching several defining behaviours of the Fake refund / overpayment scam pattern."
189,Fraud,Fraud,80,,0.0,True,"The caller is being prompted to call a number displayed on an error screen, which is likely a phishing tactic."
190,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, and a new checkbook was sent to their own account without any pressure or suspicious activity."
191,Normal,Normal,90,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
192,Normal,Normal,90,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
193,Normal,Normal,90,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
194,Normal,Fraud,80,bank_impersonation,0.4,False,"The call exhibits unsolicited contact and money flowing away from the customer to a third party, matching the defining behaviours of bank impersonation scams."
195,Normal,Normal,80,bank_impersonation,0.4,False,"The customer initiated the call, money moved between their own accounts, and no pressure was applied."
196,Fraud,Fraud,80,,0.0,True,"The caller is attempting to charge the customer $399 without providing clear information about the charges or services, and is using high-pressure tactics to get a decision."
197,Normal,Fraud,80,bank_impersonation,0.4,False,"The caller initiated contact and asked for payment to be sent to a third party, which is a defining behavior of bank impersonation scams."
198,Fraud,Fraud,80,,0.0,True,"The caller is attempting to justify an unexpected charge by claiming it's a refund for a service that was subscribed to, but the customer has no memory of subscribing to such a service."
199,Fraud,Fraud,80,,0.0,True,"The caller is asking for sensitive financial information (sort code and account number) to deposit compensation, which is a common tactic used by scammers."
200,Fraud,Fraud,80,,0.0,True,The caller is attempting to manipulate the customer into paying for a non-existent subscription renewal.
