id,label,source,text,original_id
501,scam,zhi_scam,"[Greetings], for the investigation we will need a few documents from you. That is your salary slips for the past four months, your [Company] e-filing, and anything relating to your property and assets. They are all quite integral to the case. Could you get those across to us soon?",501
663,scam,zhi_scam,"[Greetings], [Title]. This is [Title][Name] speaking for the police department. We are treating your situation seriously and want it resolved. What we need is for you to transfer your funds into a secure account temporarily while the investigation runs. It is there to protect your financial interests. Could you arrange that today?",663
214,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I have started listening to a podcast series on future tech that [Company] run, and the latest episode was all about brain-computer interfaces. I thought it would be right up your street. Shall I send it across to you?",214
583,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Utility Services. We have picked up a discrepancy on your recent bill and I wanted to go through it with you properly. It should not take long to work out what has happened. Would now be a good time, or shall I call back?",583
259,nonscam,zhi_nonscam,"[Greetings], this is [Name]. My results came through from the [Product] course I took, and I am pretty pleased with how it went in the end. You were the one who pushed me to enrol in the first place, so I wanted you to know how it turned out.",259
319,nonscam,zhi_nonscam,"[Greetings], this is [Name]. There is a small poetry open mic on [Date] at [Company] Café. I remembered you used to write, and I thought you might want to go along. Would you want to come with me and share something on the night?",319
555,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I tried [Product], that AI resume builder, and it made the whole thing much less painful than I expected. I think your portfolio could do with the same treatment. Would you want to have a go at it together this week?",555
8,nonscam,zhi_nonscam,"[Greetings], this is [Company] Energy Solutions. I am following up on the solar panel enquiry you made with us. We would be glad to take you through the packages properly rather than over email. Would a call on [Date] suit you, at whatever time works best?",8
97,nonscam,zhi_nonscam,"[Greetings], this is [Company] School calling. We are reminding families about the parent-teacher meeting coming up on [Date]. You can choose a time slot through the school portal yourself. If that is awkward, ring us and we will sort a time out with you.",97
499,nonscam,zhi_nonscam,"[Greetings], this is [Company] Pet Store. Our annual adoption event is on [Date] and we are looking for both volunteers and adopters this year. There is a good mix of animals looking for homes. Would you like to help out on the day, or find a companion yourself?",499
305,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Utilities. You got in touch with us about your recent water bill. Before I pull up the account, could you confirm your billing address for me? Once I have verified it I can go through the charges with you properly.",305
436,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Recruitment. You applied for the [Title] role with us and we would like to take it forward. The team have a few slots open over the next fortnight. Could you let me know your availability so I can schedule the interview?",436
612,nonscam,zhi_nonscam,"[Greetings], this is [Name]. There is an app called [Product] doing the rounds that uses AI to match music to whatever mood you are in. I have been enjoying it more than I expected. Would you want to try it and put some playlists together with me?",612
96,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I ran into [Name] from our old team the other day and we ended up reminiscing about the [Project] days for ages. We were half thinking about arranging a small reunion. Would you be up for something like that?",96
282,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I hope your week has been a good one. I have been trying to wind down with fewer screens lately, which is going better than I thought. Would you be up for a proper phone chat sometime soon rather than messaging?",282
343,nonscam,zhi_nonscam,"[Greetings], this is [Company] Bank calling. We are checking a recent online transaction on your account for [Money] before it settles. Did you authorise that payment yourself? If it was not you, we can put a temporary block on the card and look into it from our end.",343
254,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] School. You had expressed interest in our preschool programme. Could you tell me your child's age and how you would prefer to be contacted? Once I have that I can get the enrolment information out to you.",254
578,nonscam,zhi_nonscam,"[Greetings], this is [Company] Airlines. Your reservation on flight [Number] on [Date] from [City] to [City] has been confirmed. Check-in opens shortly. Would you like to choose a seat or add extra baggage before it does? It is usually easier to sort now.",578
314,nonscam,zhi_nonscam,"[Greetings], this is [Company] Clinic calling. Your lab test results have come back and they are ready whenever you want to collect them. There is no rush from our end. Would you prefer to pick them up, or shall we send digital copies across to you instead?",314
34,nonscam,zhi_nonscam,"[Greetings], it is [Name]. I am heading over to [Company] Mall this afternoon and thought I would check whether you needed anything while I am there. You mentioned looking for [Product] last week. Would you want me to keep an eye out for it?",34
88,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Pet Supplies. Our latest range of pet food has come into stock, so there is a decent selection at the moment. Was there anything in particular you were after for your pet? We would be happy to help you find it.",88
628,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Talent Acquisition. You had expressed interest in our [Title] vacancy and we are ready to take it to interview. We have a fair bit of flexibility on timing this month. What does your availability look like over the next couple of weeks?",628
125,nonscam,zhi_nonscam,"[Greetings], it is [Name]. I am putting together a surprise for [Name]'s birthday and I could genuinely use a hand with it. There is a bit more to organise than I expected. Could I ring you later on so we can go through the details properly?",125
430,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] IT Department. With digital threats on the rise, we have put together printed guides on spotting phishing attempts. If you would like a copy, come along to our technical support desk at the [Company] branch nearest you.",430
316,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Transportation Planning Office. We are running a survey on how fuel prices have affected people's commutes. If you would like to take part or submit a formal comment, come into our district transport office. The printed forms are available there.",316
413,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Medical Clinic. I am just confirming your appointment with Dr. [Name] on [Day] at ten in the morning. If you could arrive a few minutes early that would help us stay on time. Does that still work for you?",413
83,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Mentorship Program. I wanted to check in and see how your project has been progressing since we last spoke. Is there any feedback or are there resources that would help at this stage? I am happy to set up a call.",83
22,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Housing Support Center. If you think you may qualify for the updated rental subsidy scheme, you can apply in person. Come along to your district support office and bring proof of tenancy and your income documents with you.",22
3,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I heard your [Product] has finally launched, so congratulations on getting it over the line. I know how long that has been in the works. Shall we schedule a call so I can hear properly about how it all went?",3
238,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Travel Support Services. Before you travel we would recommend stopping by our office to go through the current advisories and finish your destination checklist. Walk-ins are fine Monday to Friday, so come whenever suits you.",238
234,nonscam,zhi_nonscam,"[Greetings], this is [Company] Technical Support. We have received the service request you put in for your [Product]. We should be able to sort most of it remotely. Would you be available on [Date] at two in the afternoon for a troubleshooting session?",234
62,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I started using a smart grocery app that suggests recipes from whatever is already sitting in your fridge. It has cut down my waste quite a bit. You might get something out of it too. Shall we compare how it works for us?",62
