pair_id,topic,id,label,source,text
p093,appointment_followup,s_93,scam,youtube_asr,[Greetings] miss welcome to [Company] how can i help you today how can i help you today this is we re supposed to meet today you reached back home once again yes i m back home all right just turn on your device i m trying to connect you again all right okay how has your day been so far yeah it s like great but it s tyring it s tiring how s your day yeah i m full of energy and and great okay so it looks like the command that we were doing um the scan for the yeah okay uh yeah can you open up your browser [Title] it s open it says open yeah so still the scan is going on what you need to do is log into your bank and check out the transactions all right i don t see anything different i didn t
p017,antivirus_renewal,s_17,scam,youtube_asr,[Greetings] hi how can i help you today sorry i got a mised call from this number i m not really sure what s about is it the dentist i have an appointment next week no you re calling a national debt helpline we help people for the unsecured debt for free government program well you know what i um i lost my job six months ago and um i haven t been paying my bills so is it something you can help with yes of course so what could be the total debt level that you brought properly on any rough idea like five thousand ten thousand fifteen thousand at the moment uh seven thousand seven thousand pounds right um are you
p027,broadband_maintenance_notice,s_27,scam,youtube_asr,[Greetings] this is virgin media we have detected some suspicious activity on your broadband line and we will disconnect your service within 24 hours to resolve this matter please press one to speak to our [Title]
p097,spouse_handling_account,s_97,scam,youtube_asr,[Greetings] yeah i m calling for please this is yeah who is this my name is you talked to my wife about a [Company] oh okay where is she she s at work and she asked me to take care of it when i got home and i just got okay so where are you right now are you at your computer right now yep i m at the computer yes i m at the computer yes i m at the computer oh this computer which computer you re using right now like it s a [Product] computer or it s uh uh map computer which one it s a dell on desktop it runs [Product] 10 okay no problem and how you go to internet by [Company] chrome mozilla firefox yeah i like [Company] chrome open [Company] chrome yeah okay now after opening the [Company] chrome look at the very top [Title] do you see there s the address bar where you write something and type it the long bar at the top
p088,large_invoice_email,s_88,scam,youtube_asr,thank you for calling customer support my name is how can i help you yes i just got home and noticed an email that was in my inbox i m telling me that i have a seven almost seven hundred [Number] 93 a bill for a product called [Company] i don t understand why we re paying for this i don t even know what [Company] is okay so it is for your computer do know about it we were told by geek squad that our computer came with free antivirus called [Company] okay so you would like to cancel it yes please that price is almost as much as it as the computer is so i would like to request you to please be in front of your computer so that i m
p006,tax_return_query,s_5,scam,youtube_asr,the criminal case registered under your name for tax fraud and tax division and there is also a warrant out for your arrest now there s a warrant out for my arrest this is a recordable line [Title] i have to play this recording in the courthouse so we don t need any interruption in this call sorry this is going to get played in court yeah the recording is going to be playing the couch house we found autumn s calculation of [Number] pounds outstanding under your name so at this point of time you have only two options your first option is to go to court and fight the case in case if you found guilty you have to
p031,email_account_help,s_31,scam,youtube_asr,[Greetings] thank you for calling support whom i helped you hello yes i ve got a problem with my uh email my gmail and i m wondering if you can help with it definitely i can help you with that problem what s the exact problem you re facing with your gmail so i ve got an ipad here that i already have the in the ipad if you can help that s definitely i can help you so here i would like to know do you have a computer as well apart from this ipad i have a laptop as well yes but i i don t need the mail on it and uh you you don t use your emails on your laptop no no
p086,security_centre_message,s_86,scam,youtube_asr,this is how can i hello i got a message on my screen it says it says [Company] system security center it says access to the [Company] device has been blocked for security reasons why am i seeing this message boy okay uh you might have done something wrong by mistake or you may have something son i m a preacher i m a man of god i preach the good word i don t do anything wrong it s with good intentions when i was looking up a recipe for some grits and eggs i clicked on the link and i got this message okay you said you are priest i m a preacher bay i m a baptist preacher ain t no priests i ain t no cathlic do you go to church on sunday do you worship the good lord
p024,order_dispatch_notice,leg024,nonscam,authored_counterpart,dear customer we are calling about an order placed on your [Company] account for a [Product] which has at the moment been dispatched it should arrive within three working days if you did not place this order you can cancel it from your orders page or reply to the confirmation email we sent this morning we will not ask you for card information or codes by telephone if you need assistance the contact number is in your account under contact us
p066,order_charge_notice,leg066,nonscam,authored_counterpart,[Greetings] this ring is about your [Company] account there is a charge for [contact number] pending for an order placed on [contact number] if you made that order you don t need to take any action if you didn t you can dispute it from the orders page in your account or reply to the email we sent this morning we won t ask for card details by telephone
p052,transfer_to_department,leg052,nonscam,authored_counterpart,all right [Title] you have been connected to the [Company] support team at the moment simply hold on a moment while i put you through to the billing team who deal with charges all right [Title] alright so what they ll do is go through the charge on your statement with you uh do they need my card information no they can see everything they need on the account already they ll simply ask you to confirm the first line of your address bear with me a moment i ll stay on until they pick up
p097,spouse_handling_account,leg097,nonscam,authored_counterpart,[Greetings] yes i m calling for if you could this is uh who is this my name is you spoke to my wife about a [Company] order oh right where is she she s at work and she asked me to sort it out uh i m afraid i can only discuss the account with the named holder oh right so what do we do she can add you as an authorised person through her online account it takes a minute or you can both ring together whenever suits
p048,software_licence_query,leg048,nonscam,authored_counterpart,welcome to technical support my name s how can i assistance you hello my name is um i ve installed the cleaner software and it s found a lot of files but it won t remove them without a licence uh yeah so the free version scans and the made the payment version clears them do i have to buy it not at all most of what it found will be temporary files and your operating system clears those on its own from the storage settings if you would rather buy the licence it s on our website not over the telephone
p073,spyware_alert_query,s_73,scam,youtube_asr,um i was just alerted that i have a trojan spyware on my computer i understand [Title] i will go ahead and get that check for you may i know what exactly you were trying to do at that moment when you go this a lot i was ordering off of [Company] okay you were ordering uh something from [Company] and your screen locked up uh may i know the making model of your computer what kind of computer you have this
p051,email_login_alert,s_51,scam,youtube_asr,yeah hi can i speak to yeah hi like he was trying to like reach you from the last couple of days but didn t got a hold of you the reason why he was trying to reach you for the last couple of days but didn t get a hold of you the reason why i was trying to phone you [Title] was because since the last two days we are receiving notification from your email somebody trying to access your email from china from china do you know anybody there
p072,missed_callback,s_72,scam,youtube_asr,thank you for calling [Company] my name is how can i help you hi i had called earlier and you were gonna call me back i m not sure if you had yet my name is i called you earlier i was driving and i was gonna call you back so i was just calling back to get my um make sure i didn t get charged the 8 99 when did you receive the notification about these charges uh it was sometime overnight overnight yeah and could you please tell me the details that you have received in the overnight um just that i was being charged 8 99 99 for a laptop and i didn t buy that laptop
p031,email_account_help,leg031,nonscam,authored_counterpart,[Greetings] thanks for calling support how can i assistance you hi yes i ve have a problem with my uh email and i m wondering if you can assistance with it uh sure what s happening exactly so i ve have an ipad here and it keeps asking me for the password even though i m typing it right okay that usually means the password was changed recently or the app needs updating what i d suggest is going into settings on the ipad yourself and checking for updates i won t need to connect to anything if that doesn t fix it you can bring it into the store
p001,unrecognised_order_query,s_0,scam,youtube_asr,[Greetings] yeah i ve got an email here about a laptop i didn t order can you help with that yeah can you help me out with you order id number please yeah so i can see it s an auto phone [Company] surface pro what do you want to know
p096,invoice_worry,s_96,scam,youtube_asr,thanks for calling cancellation department how may i help you today hello um i got an invoice in this morning um i decided to hold off going to work because of it i think i need to take care of it says [Number] um all right then you haven t authorized it no i haven t um this is particularly bothering me because i thought i don t even know what it s for it just has invoice it doesn t state what i m getting no problem i will check this transaction [Title] can i have your first and last name please you have a first name is last name is all right as i can see here on our system right now that you got it charged for [Number] and someone making a purchase for the avira antiviral security software and
p009,standing_order_query,s_8,scam,youtube_asr,[Greetings] this is calling from the fraud prevention team how can i help you hello i received a text message saying someone called set up a standing order okay do you know who this recepient is [Title] never heard of him i know is the mayor of london but not
p060,remote_session_query,s_60,scam,youtube_asr,[Greetings] hi thank you for calling technical support this is how can i help you hey um i was on with this guy um because i had a pop up and he had me a download ultra viewer and then he just like shut his phone off and he didn t help me well do you have the ultra viewer id and the password on your screen yes [Title] i do can you are you able to help me well all right just give me one minute okay okay i just want to make sure i ll be connected just give me one minute right just give me one minute and you said you have a pop up on your computer i did but i shut my computer off and restarted it and it s gone but i m scared that i have a virus or something and i d like somebody to check
p051,email_login_alert,leg051,nonscam,authored_counterpart,yeah hello can i speak to yeah hello i ve been trying to reach you for the last couple of days the reason i was calling [Title] is that there was a login to your email from a new device on [contact number] uh was that me possibly if you signed in on a new telephone or tablet recently uh yeah i have a new telephone last week that ll be it then the alert is simply so you know if it ever wasn t you the option to sign other devices out is in your account security page
p056,purchase_query,leg056,nonscam,authored_counterpart,thanks for calling [Company] my name is how may i assistance you hi how are you i m good thanks [Title] thanks for asking how are you doing this day [Title] i m doing fine thanks okay so how can i assistance you [Title] um i have a note about a charge uh let me check at the account one moment right so i can see a purchase of a [Product] on [contact number] for [contact number] uh was that you no it wasn t okay then i ll raise a dispute from here you keep the card and the money goes back once it clears
p096,invoice_worry,leg096,nonscam,authored_counterpart,thank you for calling cancellations how may i assistance you this day hello um i have an invoice this morning and i decided to hold off going to work because of it uh oh you didn t need to do that let s sort it quickly could i take the reference yeah thank you one moment right so this is an automatic renewal notice not a demand for payment uh so no money has gone not yet it goes on [contact number] and you can stop it before then from your account
p089,purchase_verification,s_89,scam,youtube_asr,thank you for calling [Company] thank you for calling [Company] support my name is how can i help you today i am looking at what appears to be a [Company] purchase and it has your phone number on it this is [Company] nobody to answer him why did you answer [Company] if its [Company] no no it s the [Company] shopping like i was asking this [Company] shopping i was talking with somebody i m so sorry but you re talking to me that s okay someone is hacked your [Company] account is linked with your ip address someone is doing some fraud activity with your [Company] so i m being charged [Number] and right but you no need to worry [Title] i m here to help you i will guide you step by step how you can cancel that charges and how you can protect your [Company] account after that we can cancel all the order one by one those hackers
p052,transfer_to_department,s_52,scam,youtube_asr,all right [Title] now you have been successfully connected to the [Company] support right now this team environment we are just working on it all right now just hold on i m going to transfer this call to my financial department who is going to have a talk with you all right [Title] okay okay so right now [Title] like the hackers have charged you this amount of money today s morning okay might be not showing up in your account because it takes some time to come up on your online banking okay so let me provide you the cancellation form so we can cancel the stuff and refund you your money back into your account okay all right the hackers have charged you from your debit card okay and they have used your information in the western union do you know anything about
p020,customs_callback,s_20,scam,youtube_asr,her majesty revolution customs this is [Title] how can i help you one of your colleagues tried to call me this morning did you say [Company] yes correct [Title] can i have your full name yes my name is and then my surname is two names okay right correct
p062,invoice_query,leg062,nonscam,authored_counterpart,[Greetings] [Company] thanks for calling how can i assistance you um i have an invoice or something saying i owed [contact number] but i haven t bought anything okay [Title] have you have the invoice contact number handy uh yes it s [contact number] thanks one moment right so that invoice is for a different account holder with a similar surname it s gone out in error uh so i don t owe it correct i ve cancelled it here you may receive an automatic reminder before the system catches up ignore that one
p022,unrecognised_card_transaction,leg022,nonscam,authored_counterpart,if you could hold while we connect you to one of our agents from the fraud prevention team yeah i m from the fraud department how can i assistance you this day ah hello uh how s it going uh i had a transaction for [Company] for [contact number] pounds and i ll be honest we don t even shop there uh alright let me have a look at could i take simply the last four digits of the card yeah it s [contact number] thank you understood uh so that one has already been declined at our finish it never went through the card is fine to keep using and a new one is not needed oh brilliant thank you
p080,confusing_invoice,s_80,scam,youtube_asr,thank you for calling support how can i help you hi um i got an email with an invoice for [Number] and i m really really confused why you were confused because i don t even know what [Company] is what is a [Company] [Company] is the charges that has happened to use your account for what yeah so you need to go to your computer so i can help you to go ahead and cancel right now you need to follow the instructions i m gonna tell you how to do it okay okay i appreciate that now do one thing [Title] as you are having a [Product] 10 computer uh do me a favor and try to simply click on that okay like you have to simply click on that screen like uh [Company] chrome you have a [Company] chrome uh yeah yeah we use [Company] chrome
p057,billing_query_confused_caller,s_57,scam,youtube_asr,thanks for calling geek squad this is how may i help you hello um i got some kind of message a few days ago about a charge from geek squad or best buy or something like that can you help me a few days ago yeah or today i don t know i guess i was earlier today i ve been drunk for like three days so i don t really know what what day it is what you need to do you just need to be in front of your computer so that i can connect you with the cancellation department so are you in front of your computer right now
p010,unexpected_debit_query,leg009,nonscam,authored_counterpart,welcome to [Company] fraud prevention if you could hold one of our representatives will be with you as soon as they can hi there you re through to [Title] at the [Company] customer service team could i ask you to confirm who i m through to yes my name is and how may i assistance you this day [Title] not sure what s going on but i have a note saying that uh some money has been taken from my account or is it going to be taken from my account okay not a problem at all let me have a check for you right i can see it here that s a direct debit that was already set up it s going out on [contact number] to the same company as last month so nothing unusual there
p008,it_helpdesk_callback,s_7,scam,youtube_asr,[Greetings] [Title] my name is i m calling from [Company] [Product] okay this is an urgent check up call for your computer as we have found several problems with it first of all do you have any computers that is having the [Company] [Product] in it right
p088,large_invoice_email,leg088,nonscam,authored_counterpart,thank you for calling customer support my name is how can i assistance you yeah i simply have home and noticed an email saying i owe nearly seven hundred uh right let s look at at that could i take the invoice contact number it s [contact number] thank you one moment so that s for the three year plan which was selected at checkout uh i only wanted one year the plan can be changed within thirty days and the difference is refunded i ll switch it to the one year at the moment if you like
p086,security_centre_message,leg086,nonscam,authored_counterpart,this is how can i assistance you hi i have a note on my screen it says [Company] system security centre and that access to the device has been blocked uh does it fill the whole screen yes it does and it won t let me click anything try pressing the escape key first then move the mouse to the very top of the screen uh the bar came back good that means it was a browser page in full screen mode close it from there and nothing is wrong with the device
p053,order_verification_bank,s_53,scam,youtube_asr,i apprecaite your patience your call has been transferred to customer service specialist with td bank weill i wanted to tell you this there is a pre approved transaction coming onto your name there you have ordered an [Company] mac book pro and [Company] air pod from [Company] is it correct no i haven t placed any orders with [Company] in a long time well i m afraid if it s not you which means it s got to be somebody else
p033,unexpected_invoice,leg033,nonscam,authored_counterpart,yeah hello [Title] this is a ring back from the [Company] assistance desk we received a ring how may i assistance you this day yeah um i ve have an invoice here and i haven t ordered anything from [Company] and i don t know why i m getting the invoice uh alright could i take the invoice contact number it s [contact number] thank you one moment right yeah i see that one it was raised against a different account and sent to you in error so ignore it there s nothing to make the payment i ve cancelled it at this finish and you ll receive a note confirming that
p099,invoice_received_last_week,leg099,nonscam,authored_counterpart,[Greetings] yes i m calling for yes uh my name is i m her husband yes i m calling about an invoice we received last week for [contact number] uh i can check at the invoice itself but i can t alter anything without her on the line that s understood i simply want to know what it s for right the reference covers the annual subscription renewed on [contact number] uh she doesn t remember signing up it may have been the trial converting the cancel option is in the account
p053,order_verification_bank,leg053,nonscam,authored_counterpart,thank you for your patience your ring has been transferred to a customer service specialist with [Company] i wanted to look at with you about a transaction on your card there is a payment pending to [Company] for a [Product] is that correct no i haven t placed any orders in a long time uh alright in that case i ll decline it before it settles the money never leaves your account and you keep the same card i ll post you a confirmation letter within a few days
p024,order_dispatch_notice,s_24,scam,youtube_asr,dear customer we have detected a suspicious activity on your [Company] account an unauthorized purchase of iphone 6s 64 gigabytes has been ordered from your [Company] account to cancel your order or to connect with one of our customer support representatives please press one
p074,blocked_message_short,s_74,scam,youtube_asr,thank you for account support how can i help you today um hello um i have a message on my screen that says my computer is blocked for security reasons okay [Title] i understand and could you please tell me exactly what do you see on your screen mom [Title] can read it to me each and everything
p039,payment_alert_query,s_39,scam,youtube_asr,this is an emergency call from [Company] secure there is an online transaction of [Number] pounds from your account if you did not make the payment please press one immediately to talk to our representative thank you for connecting [Company] broadband my name is how can i help you yeah i just got a message there about a payment from [Company] [Title] no need to worry [Title] it s an alert message the manchester people are trying to take the money with the help of internet line so especially we got permissions to keep some security ids
p028,tax_office_return_call,s_28,scam,youtube_asr,thank you for calling hm revenue customs yes i received a phone call earlier i was told to call back can i have your name who is this yes this is n which number you receive a call like your home phone number or your cell phone number can you help me out with your number yes this is my telephone number is was this the same number on which you receive a call from us
p075,blocked_message_variant,s_75,scam,youtube_asr,thank you for calling customer support you are talking to how can i help you um hi um i have a message on my screen that says my computer is blocked for security reasons okay and is this happening for the first time on your computer or has it happened prior to this once i ve never seen anything like it okay and what were you trying to do on the computer when you got this message links that i i came across one was on facebook and what i clicked on i got this warning i m not sure what i clicked on to get it
p063,supervisor_callback,leg063,nonscam,authored_counterpart,[Greetings] this is calling you from [Company] i m the supervisor here how are you doing this day oh i m fine thanks all right so i believe you spoke with one of my colleagues earlier and asked for someone senior to ring you back yes i did right so i ve read through the notes on your account and i can see the complaint about the delivery uh yes that s it we ve credited the delivery charge back and the replacement is booked for [contact number] i m sorry it took two calls to sort
p058,purchase_confirmation,leg058,nonscam,authored_counterpart,thank you for calling [Company] this is how may i assistance you hello um i was talking to someone earlier uh no issue i can pick it up from here what was it about there is a purchase for a [Product] on my account alright so have you made this purchase or not uh no i haven t that s fine i ll cancel it and put a temporary hold on the card uh can i speak to the person i had before he s with another caller but everything is noted on the account so you won t need to explain it again
p054,refund_department_query,s_54,scam,youtube_asr,yeah thanks for calling [Company] refund department this is how are you doing today hi i had a voicemail saying i was going to get charged for something can you help me with that alright so as i can see there is some fraud activities are going into your [Company] account so can you tell me like are you in front of your computer or laptop right now uh yes [Title] i m at my computer alright [Title] so just use that computer i will assist you over the phone how we are going to cancel the order
p057,billing_query_confused_caller,leg057,nonscam,authored_counterpart,thanks for calling [Company] this is how may i assistance you hi um i have some kind of note a few days ago about a charge can you assistance me uh a few days ago yes or this day i don t know i guess it was earlier this day uh no bother let s work it out from the account could i take the email address uh yes hang on it s thanks have it right so the only charge on here is the monthly one from [contact number] which has been going out for a while does that sound familiar
