pair_id,topic,id,label,source,text
7,charity_donation,p007n,nonscam,paired_synth,"[Greetings], I am calling from [Charity Name]. We are raising funds for children affected by the flooding in [Location]. A donation of [Money] would go a long way. We do not take card details by phone. You can give through our published number or at the office on [Location]."
8,utility_bill_arrears,p008s,scam,paired_synth,"[Greetings], this is [Company] Utilities. Your account is in arrears of [Money] and disconnection is scheduled for this afternoon. To stop that I need payment now by transfer to account [Number]. Could you confirm your account number and date of birth so I can log it against your file?"
8,utility_bill_arrears,p008n,nonscam,paired_synth,"[Greetings], this is [Company] Utilities. Your account is in arrears of [Money] and disconnection is scheduled for [Date]. There is time to sort it. Payment goes through your online account or the office on [Location]. Would you like me to set up a payment plan instead?"
9,card_security_breach,p009s,scam,paired_synth,"[Greetings], this is [Name] from the card security team. Your card has been breached and we are seeing attempts on it now. To deactivate it I need to verify you first. Could you read me the full card number, the expiry, and the one-time code that has just arrived on your phone?"
9,card_security_breach,p009n,nonscam,paired_synth,"[Greetings], this is [Name] from the card security team. Your card has been breached, so we have already deactivated it and a replacement is on its way. I only need the last four digits to confirm. We will never ask for the full number or the one-time code on your phone."
10,medical_appointment,p010s,scam,paired_synth,"[Greetings], this is [Company] Medical Clinic. Your appointment on [Date] needs confirming and there is an outstanding balance of [Money] on the file. I can settle that now if you give me your card details. Could you also confirm your identity number and home address for the records?"
10,medical_appointment,p010n,nonscam,paired_synth,"[Greetings], this is [Company] Medical Clinic. Your appointment on [Date] needs confirming and there is an outstanding balance of [Money] on the file. Payment is taken at reception on the day, not by phone. Could you just confirm the appointment time still works for you?"
11,insurance_claim,p011s,scam,paired_synth,"[Greetings], this is [Name] from [Company] Insurance about your claim. The payout of [Money] has been approved but it is held pending an administrative fee. Once you transfer [Money] to account [Number] the settlement releases. Could you confirm your bank account number so I can match the payment?"
11,insurance_claim,p011n,nonscam,paired_synth,"[Greetings], this is [Name] from [Company] Insurance about your claim. The payout of [Money] has been approved and it goes to the account already on your policy. There are no fees to release a settlement. Could you bring your receipts to the office on [Date] so we can finalise it?"
12,prize_notification,p012s,scam,paired_synth,"[Greetings], this is [Name] from [Company]. Your entry has come up in the draw and the prize is [Money]. To release it we need the transfer fee of [Money] settled first, and your bank account details so the winnings can be paid in. Shall I take those from you now?"
12,prize_notification,p012n,nonscam,paired_synth,"[Greetings], this is [Name] from [Company]. Your entry has come up in the staff draw and the prize is [Money]. There is nothing to pay and we do not need your bank details by phone. Collection is from the office on [Date]. Bring photo identification with you."
13,loan_offer,p013s,scam,paired_synth,"[Greetings], this is [Name] from [Company] Finance. You have been approved for a personal loan of [Money] at a reduced rate. The insurance premium of [Money] is payable upfront to account [Number] before the funds release. Could you confirm your account number and online banking password for the setup?"
13,loan_offer,p013n,nonscam,paired_synth,"[Greetings], this is [Name] from [Company] Finance. You are pre-approved for a personal loan of [Money] at a reduced rate. Nothing is payable upfront and we never ask for your banking password. Would you like to come into the branch on [Date] to go through the terms?"
14,subscription_renewal,p014s,scam,paired_synth,"[Greetings], this is [Company] billing. Your subscription renews today at [Money] and the charge has already gone to your card. If you did not authorise it I can reverse it, but I need the card number and the code sent to your phone to process the refund. Shall I go ahead?"
14,subscription_renewal,p014n,nonscam,paired_synth,"[Greetings], this is [Company] billing. Your subscription renews today at [Money] and the charge will go to the card on file. If you want to cancel or change it, that is done from your account settings. We do not need card numbers or codes over the phone."
15,police_investigation,p015s,scam,paired_synth,"[Greetings], [Title]. This is [Title][Name] from the [Country] police. Your identity has come up in an investigation into transactions totalling [Money]. To protect your funds while we verify them, they need moving to a secure account today. Could you confirm your account balance and identity number for me?"
15,police_investigation,p015n,nonscam,paired_synth,"[Greetings], [Title]. This is [Title][Name] from the [Country] police, following up the report you filed about transactions totalling [Money]. Your case reference is [Number]. We never ask anyone to move funds. If you want to verify this call, ring the station on the published number."
16,university_tuition,p016s,scam,paired_synth,"[Greetings], this is [Name] from [Company] University finance office. Your tuition reimbursement of [Money] is ready but the bank details on file have failed. Could you give me the account number and the online banking password so I can update it and release the payment today?"
16,university_tuition,p016n,nonscam,paired_synth,"[Greetings], this is [Name] from [Company] University finance office. Your tuition reimbursement of [Money] is ready but the bank details on file have failed. Updated details have to be handed in at the campus finance division in person. Could you come by with your identification this week?"
17,telecom_upgrade,p017s,scam,paired_synth,"[Greetings], this is your provider [Company]. There is an upgrade available on your line at no extra cost. To activate it I need access to the account, so that is your account number, your PIN and your password. There is also a [Money] activation charge to account [Number]."
17,telecom_upgrade,p017n,nonscam,paired_synth,"[Greetings], this is your provider [Company]. There is an upgrade available on your line at no extra cost. Activation happens at our end and there is nothing to pay. We will not ask for your PIN or password. Would you like me to schedule it for [Date]?"
18,account_verification,p018s,scam,paired_synth,"[Greetings], this is [Company] online banking support. A technical fault has affected your account and we are re-verifying customers. Could you confirm your account number, your full name, your date of birth and the code that has just been sent to your mobile? Your account stays locked until this is done."
18,account_verification,p018n,nonscam,paired_synth,"[Greetings], this is [Company] online banking support, returning your call about the technical fault. I can confirm the account is working normally now. I only need your full name and date of birth to close the ticket. We will never ask for the code sent to your mobile."
19,parcel_redelivery,p019s,scam,paired_synth,"[Greetings], this is [Company]. A delivery attempt failed for your parcel and it is due to be returned today unless a redelivery fee of [Money] is paid. I can take that now. Could you give me your card details and confirm your identity number and address?"
19,parcel_redelivery,p019n,nonscam,paired_synth,"[Greetings], this is [Company]. A delivery attempt failed for your parcel and it is being held at the depot on [Location] for a fortnight. There is no redelivery fee. Could you confirm which day suits for another attempt, or would you rather collect it yourself?"
20,research_survey,p020s,scam,paired_synth,"[Greetings], we are running a paid research survey and you can earn [Money] for each one completed. To register I need your full name, your mobile number, your email and your bank account details for the payments. Once confirmed the first survey comes through within the day."
20,research_survey,p020n,nonscam,paired_synth,"[Greetings], we are running a paid research survey and you can earn [Money] for each one completed. Registration only needs your name and email. Payment details are collected later through the university finance office, never by phone. Would you like me to send the information pack?"
21,government_grant,p021s,scam,paired_synth,"[Greetings], I am calling on behalf of [Company] about a grant of [Money] you are eligible for. To start releasing the funds I need your bank number, your full name and your internet banking password. There is also a small administrative charge payable to account [Number] first."
21,government_grant,p021n,nonscam,paired_synth,"[Greetings], I am calling on behalf of [Company] about a grant of [Money] you may be eligible for. Applications are made in person at your district office with proof of income. There is no charge to apply and we never ask for banking passwords. Would you like the address?"
22,crypto_opportunity,p022s,scam,paired_synth,"[Greetings], this is [Name] from [Company]. Our [Product] fund has been returning [Money] for early investors and we are opening it to a small group. You would start with a modest amount through our platform and our traders handle the rest. Shall I set the transfer up today?"
22,crypto_opportunity,p022n,nonscam,paired_synth,"[Greetings], this is [Name] from [Company]. You asked about our [Product] fund. Returns have averaged [Money] but they are volatile and capital is genuinely at risk. Nothing is guaranteed. Take the prospectus away and think it over. Would you like to come in on [Date] to discuss it?"
23,family_emergency,p023s,scam,paired_synth,"[Name], it is me. I am in trouble and I need help quickly. There has been an accident and there are costs I cannot cover. Could you transfer [Money] to this account [Number] today? Please do not mention this to anyone else in the family, I would rather they did not know."
23,family_emergency,p023n,nonscam,paired_synth,"[Name], it is me. I have got myself in a bit of trouble and could use some help. There was an accident and there are costs of about [Money] I cannot cover this month. Could we talk it through with the family first? I would rather everyone knew where things stand."
24,refund_processing,p024s,scam,paired_synth,"[Greetings], this is [Name] from [Company] support. A refund of [Money] is owed to you from a cancelled order. To process it I need remote access to your banking screen so I can confirm the amount lands correctly. Could you install the support tool while I stay on the line?"
24,refund_processing,p024n,nonscam,paired_synth,"[Greetings], this is [Name] from [Company] support. A refund of [Money] is owed to you from a cancelled order. It goes back to the card that was used, within five working days. We never need access to your banking screen. Would you like the reference number for your records?"
25,pension_review,p025s,scam,paired_synth,"[Greetings], this is [Name] from [Company] Pensions. A review has found you can release [Money] from your fund early. To process it I need your national identity number, your account details and the security code we have just sent you. There is a release fee of [Money] first."
25,pension_review,p025n,nonscam,paired_synth,"[Greetings], this is [Name] from [Company] Pensions. Your annual review is due and your fund currently stands at [Money]. Early release is rarely a good idea and there are tax implications. Would you like to book a session with an adviser at the office on [Date] to talk it through?"
26,membership_renewal,p026s,scam,paired_synth,"[Greetings], this is [Company] Membership. Your membership lapses today and reinstating it costs [Money]. I can take payment now by transfer to account [Number]. Could you confirm your full name, date of birth and card details so I can put it through before the system closes?"
26,membership_renewal,p026n,nonscam,paired_synth,"[Greetings], this is [Company] Membership. Your membership lapses on [Date] and renewal costs [Money]. You can renew online or at the desk whenever suits, and there is a grace period either way. Would you like me to note that you intend to renew?"
27,housing_subsidy,p027s,scam,paired_synth,"[Greetings], this is [Name] from [Company] Housing. You qualify for the updated rental subsidy of [Money] a month. To register you I need your bank account number, your identity number and a processing payment of [Money] to account [Number]. Could we get that done on this call?"
27,housing_subsidy,p027n,nonscam,paired_synth,"[Greetings], this is [Name] from [Company] Housing. You may qualify for the updated rental subsidy of [Money] a month. Applications are made in person at the district support office with proof of tenancy and income. There is no processing payment. Would you like the opening hours?"
28,online_order_charge,p028s,scam,paired_synth,"[Greetings], this is [Company] Customer Service. An order for [Money] has been placed on your account for a [Product]. If this was not you I can cancel it, but I need the card number and the verification code on your phone to reverse the charge. Shall I do that now?"
28,online_order_charge,p028n,nonscam,paired_synth,"[Greetings], this is [Company] Customer Service. An order for [Money] has been placed on your account for a [Product]. If it was not you, cancel it from your order history or reply to the confirmation email. We will not ask for card numbers or codes on this call."
29,it_security_notice,p029s,scam,paired_synth,"[Greetings], this is [Name] from [Company] IT. Your work account has been compromised in a phishing attack and we need to secure it now. Could you confirm your username and password so I can reset it from this end? Do not mention this to colleagues until the investigation closes."
29,it_security_notice,p029n,nonscam,paired_synth,"[Greetings], this is [Name] from [Company] IT. Your work account may have been targeted in a phishing attack, so we have forced a password reset from our end. We never ask for your password. Please tell your colleagues to be alert, and collect the printed guidance from the support desk."
30,account_closure_fee,p030s,scam,paired_synth,"[Greetings], this is [Name] from [Company] Bank. Your account is being closed under a compliance review and the remaining balance of [Money] must be moved today. I will give you the holding account number now. Could you confirm your identity number and the code sent to your mobile first?"
30,account_closure_fee,p030n,nonscam,paired_synth,"[Greetings], this is [Name] from [Company] Bank. Your account is under a compliance review and we may need documents from you. The balance of [Money] is unaffected and stays where it is. Nothing needs moving. Could you bring identification into the branch on [Location] this month?"
