id,orig_id,label,source,text
29,418,nonscam,zhi_nonscam,"[Greetings], this is [Company] Events Team. You RSVP would for our webinar on “[Product] Trends in 2025.” Just a reminder—it begins on [Date] at [Time]. Need a calendar invite?"
30,786,scam,zhi_scam,"Hi! I am [Name], an HR recruiter from [Company] . you just made [Company] more recognized, and you will be rewarded accordingly. This is the basic requirement to make the payment. Note that we will never ask you for private and sensitive information such as CVV, OTP, Bank Card number, etc. Please give me your Payee full name, Bank account number, Bank name, Age, Occupation, phone number, city and are you are a [Country] citizen?"
31,228,scam,zhi_scam,"Good day, [Title]. This is Money from the [Company]. Your package was flagged for containing illegal items. We need your cooperation to clear this matter. I will transfer you to a police officer who will guide you on what steps to take next."
32,437,nonscam,zhi_nonscam,"[Greetings], this is [Company] Electronics. Our latest [Product] is now available with exclusive features and a launch-time offer. Would you like to upgrade your current device today?"
33,380,scam,zhi_scam,"[Greetings] , [Title]. I am [Title][Name], part of the Financial Crimes Task Force. We are looking into a series of unusual transactions. To assist us, we need your banking particulars. Could you please disclose your full name, identity number, and bank account details?"
34,760,nonscam,zhi_nonscam,"[Greetings], It is [Name]. I am heading to [Company] Mall this afternoon and thought I would check if you needed anything. I remember you mentioned looking for [Product] last week. Want me to look out for it?"
35,692,scam,zhi_scam,"[Greetings], this is [Name] from [Company]. We have identified an issue with your electricity bill. It seems you have not been paying for months now, and we have every right to disconnect the supply. To avoid disconnection, we need your immediate payment. You may contact our [Company] or make a payment transfer to this bank account [Number]."
36,82,scam,zhi_scam,"[Greetings]! I have been following your profile and noticed your financial acumen. We have an exciting venture in fund transfers. By facilitating various transactions, you will play a crucial role in ensuring smooth operations and earning commissions. It is a straightforward process with tremendous earning potential. Interested?"
37,408,nonscam,zhi_nonscam,"[Greetings], this is [Company] Mobile Network. A new SIM card upgrade is available at no cost. You can collect it from any outlet or request delivery. Would you prefer home service?"
38,453,scam,zhi_scam,"[Greetings]. I am [Name] calling you as our esteemed members! We want to welcome to the [Company] investment community. I am [Name], the group admin, excited to share a fantastic opportunity that could change your financial future. Today, we are introducing a revolutionary investment platform - the [Company] platform! As the admin, I have personally experienced incredible gains through [Company] , and I am here to guide you on the path to financial success. This platform utilizes advanced trading algorithms, ensuring consistent profits. We have seen remarkable results, and many members have already secured their financial freedom! I understand the scepticism around online investments, but rest assured, [Company] has been featured in reputable financial journals, and we have a team of experienced analysts managing the portfolios. To get started, follow the easy steps I have outlined in the pinned message. Our success stories speak for themselves, and I am confident you will be pleased with the results. Time is of the essence! We have an exclusive promotion for early investors. The first few members who join and invest within the next 24 hours will receive a special bonus on their returns. Do not miss out on this limited-time opportunity to secure your financial future with [Company] ! Act now and let us embark on this journey to prosperity together!"
39,623,scam,zhi_scam,"[Greetings], we hope you are doing well. We are contacting you on behalf of [Company] with an urgent opportunity to receive a grant of [Money]. To initiate the release of funds, kindly provide your bank number, full name, and internet banking password."
40,628,scam,zhi_scam,"[Greetings]! I have uncovered a halal, high-return investment scheme. Completely syariah-compliant. Begin earning substantial returns with a small investment. Register now: [Scam Website Link]. Immediate response needed! Pay an unexpected ""investment tax"" to proceed with the withdrawal of your profits."
41,689,scam,zhi_scam,"[Greetings] , this is [Company] online banking support. We have noticed a technical glitch in your account. To assist you, we need to verify your online banking access. Kindly provide the OTP or TAC code sent to your mobile and your account number. Your swift response is crucial for a quick resolution."
42,72,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I just got back from [Location], and I have so much to tell you. The scenery was beautiful, and I tried a lot of local food. Let us have a call soon so I can share more details."
43,490,nonscam,zhi_nonscam,"[Greetings], It is [Name]. I am organizing a virtual movie night for this [Date], and We are planning to stream something light and fun. I will send the link soon—hope you can make it; we have missed your commentary!"
44,654,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I am testing out [Product], a new AI bot for language translation. It works across apps and even on calls. Let us evaluate it out during our next chat."
45,208,scam,zhi_scam,"[Greetings], this is [Name] from [Company]. You have been selected for a free trial of a premium service. Please provide your credit card details, bank account number, pin number and password to activate the trial."
46,397,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I saw you commented on the post about digital well-being. I have been doing a screen detox myself and it has been refreshing. Want to talk about it sometime soon?"
47,99,nonscam,zhi_nonscam,"[Greetings], this is [Company] Internet Services. We are offering new router upgrades for existing users. Would you be interested in a faster, more secure setup?"
48,533,scam,zhi_scam,"Greetings, [Title]. I am [Title][Name], representing the police department. Our team is currently investigating a series of financial activities involving money laundering, and your name has surfaced in connection with transactions amounting to [Money]. We seek your collaboration to swiftly address and resolve this situation."
49,44,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I came across a sale on [Product] at [Company] and remembered you were looking for one. Want to check it out together before the offer ends?"
50,189,scam,zhi_scam,"[Greetings]! We are currently looking for individuals who are savvy with financial transactions. Our fund transfers initiative involves assisting with various transactions, resulting in substantial commissions. This is a win-win situation. Would you like more details?"
51,5,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I saw that [Company] has launched a smart home assistant with built-in security features. I know you were exploring options for your home setup. Want to look at the specs together?"
52,261,nonscam,zhi_nonscam,"[Greetings], this is [Company] Travel Desk. You had shown interest in the [Product] travel package. We have a promotion running until [Date]. Would you like us to hold a spot for you?"
53,27,nonscam,zhi_nonscam,"[Greetings], this is [Name]. [Company] added new privacy tools to their cloud storage service. You can now encrypt files before upload. Should we go over how to set it up?"
54,746,scam,zhi_scam,"Before using any devices or accessing the internet, it is crucial that you contact a certified [Company] Support Advisor to ensure your network is secure and your device is protected from threats. Press 1 to be connected immediately. Our technicians are available now to assist you. Press 2 to hear this message again. Your safety online depends on your swift action. Thank you."
55,559,nonscam,zhi_nonscam,"[Greetings], this is [Title][Name]’s office calling to confirm your surgery scheduled for [Date] at [Time]. Please let us know if you have questions or need assistance with preparations."
56,293,scam,zhi_scam,[Greetings] ! Alarming news about suspicious money laundering activities connected to your identity. Clear your name by cooperating with our investigation. Pay a fee and provide personal information. Urgent! More funds needed to expedite the investigation. Failure to comply may result in legal consequences. Transfer funds promptly.
57,0,scam,zhi_scam,"Congratulations on your outstanding financial responsibility! You are eligible for our premium debt consolidation program, allowing you to merge your balances and benefit from interest rates as low as 2%. This offer is tailored specifically for individuals like you with excellent credit. Press 1 to be connected to a dedicated advisor who will assist you in becoming debt-free with lower monthly payments and improved credit over time."
58,93,scam,zhi_scam,"[Greetings], we are currently hiring assistant purchasers for a leading retail company. The role involves managing inventory and purchases. It is a great opportunity for someone with an eye for detail. To get started, we will need your basic information. Interested?"
59,787,scam,zhi_scam,"[Greetings]there, this is [Title][Name] with the Financial Security Team. We have detected potentially fraudulent activity on your accounts. To move forward, we need to validate your information. Kindly provide your full name, identity number, and the names of your primary banks."
60,223,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I know you are a huge fan of [Product]—there is a special event coming up at [Company] on [Date]. Want to go together?"
61,433,scam,zhi_scam,"[Greetings] this is [Name] from the [Company] . We have noticed unpaid bills totalling [Money]. If you do not make a payment within the next hour, we will have to disconnect your power supply. To avoid this, transfer the payment to this bank account number [Number]."
62,119,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I started using a smart grocery app that recommends recipes based on what is already in your fridge. You might find it helpful too. Let us compare how it works for us."
63,469,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Logistics. You would like to schedule a pickup for a return item. Can you provide the tracking number and preferred date so we can confirm the appointment?"
64,629,scam,zhi_scam,"Fantastic news! You have been pre-approved for a personal loan with extremely low interest and no upfront fees. This offer can help cover unexpected expenses, consolidate your debts, or fund your personal goals with ease. To secure your funds before the offer expires, press 1 now and speak with a loan specialist."
65,685,scam,zhi_scam,"[Greetings], we are extending an exciting offer for confident, captivating individuals to join our elite male escort team. Our clients are selective, sophisticated, and generous — with compensation starting from [money]. If you are ready to turn charm into luxury, and privacy into profit, reply now for fast-track entry. A small verification step applies.?"
66,211,scam,zhi_scam,"[Greetings], we are looking for a detail-oriented assistant purchaser to join our team. Your role will be integral to our inventory management. Could you share some basic information to kick off the process?"
67,678,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I am helping organize a charity walk at [Location] on [Date] for a local cause. It would mean a lot to have you join us. Let me know if you are interested."
68,252,scam,zhi_scam,"[Greetings], I am [Name]. This gig has been a game-changer for me. I am easily pulling in [Money] a month. It is almost too good to be true! To get you started, I will need to know your age and occupation. That way, we can set you up for success right from the get-go."
69,279,scam,zhi_scam,"[Greetings]! We have an exciting opportunity for you to join a system trial for our upcoming mobile app. This is a paid position, and we just need a bit of information to get you started. Ready to be part of it?"
70,461,nonscam,zhi_nonscam,"[Greetings], this is [Name]. [Company] just released their VR fitness update, and it is more intense than ever. It actually tracks your form while you move. Want to challenge each other this week?"
71,735,nonscam,zhi_nonscam,"[Greetings], this is Dr. [Name]’s office calling to remind you of your follow-up appointment related to your recent surgery. Please attend as scheduled to ensure proper post-operative care."
72,637,nonscam,zhi_nonscam,"[Greetings], this is [Company] Spa & Wellness. We are offering an exclusive deal on our relaxation package this week. It includes a 60-minute massage and a free herbal tea session. Interested in booking?"
73,391,nonscam,zhi_nonscam,"[Greetings], this is [Company] Bank. We are calling to verify recent transactions on your account ending in [Number]. It is a routine security check—no action is required unless something looks unusual. Would you like to set up transaction alerts for better tracking?"
74,539,scam,zhi_scam,"[Greetings]! I am [Name], a recruiter from Tech Innovators, and We are offering an incredible opportunity. We need skilled software testers to join our team. It is remote, and you can earn up to [Money] per hour. Want to dive into the details? Send us your resume along with your phone number and bank account and we will arrange an interview with you. Latest to submit is by this month."
75,164,scam,zhi_scam,"This is [Title][Name] from the [Company]. Your name is linked to a money laundering investigation due to the contents of the package. To avoid an arrest warrant, you need to transfer [Money] immediately to cover legal fees and clear your name."
76,776,scam,zhi_scam,"We are calling from your credit card company [Company] to confirm your card details for security purposes. Please cooperate with us by send us your bank account number, pin number and password and make a small processing fee of [Money] to this bank account [Number] before [Date] to avoid your credit card from being declined."
77,671,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Life Insurance. I am calling to check that your policy still meets your family’s financial needs. Can we arrange a quick review this week?"
78,666,nonscam,zhi_nonscam,"[Greetings], this is [Company] University Admissions. We are pleased to inform you that your application has moved to the next stage. Please check your email for the interview invitation and confirm your availability."
79,90,scam,zhi_scam,"[Greetings], congratulations! You have been shortlisted to receive a business development fund of [Money]. To avoid delays in processing, please reply with your bank account number, company registration name, and online banking login credentials."
80,737,scam,zhi_scam,"[Greetings], you have been approved for an emergency family support relief fund. The amount of [Money] will be sent directly to your bank account. Kindly provide your bank number, password, and your full registered name for verification."
81,92,nonscam,zhi_nonscam,"[Greetings], this is [Name] from your neighborhood group. We are organizing a small get-together this [Date] at [Time]. Would you and your family like to join? It is just a potluck and some games."
82,224,scam,zhi_scam,This is Money from the security team at [Company]. Your package raised some red flags due to potential illegal contents. I need to transfer you to the police department to sort this out. This will explain the situation and the necessary steps to resolve it.
83,315,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Mentorship Program. I wanted to check in and see how your project is progressing. Do you need any feedback or resources? I am happy to schedule a call to support your work."
84,319,scam,zhi_scam,"[Greetings], this is [Company] customer service. We have detected a discrepancy in your account details. To resolve this, we need your cooperation. Kindly provide your bank account number, full name, and date of birth for verification purposes. Your immediate attention to this matter is highly appreciated."
85,358,scam,zhi_scam,"[Greetings]! I was impressed by your profile, especially your financial expertise. We have an exciting opportunity in fund transfers that aligns perfectly with your skills. By facilitating transactions, you will be contributing to increased efficiency and earning commissions. It is an opportunity you do not want to miss out on!"
86,686,scam,zhi_scam,"[Greetings], calling from the [Company] here. We have flagged an important package en route to [Country] , and it includes your ID and credit cards. It seems there might be an issue with the delivery. To ensure the safe receipt of your package, we need to verify your information. Can you please validate your full name and identity number as a security measure?"
87,286,scam,zhi_scam,"[Greetings] from [Company] . We are conducting a routine account verification to enhance security. For confirmation, could you please disclose your bank account number, full name, and date of birth? Your cooperation is crucial in maintaining the integrity of your account. Thank you for your prompt response."
88,131,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Pet Supplies. Our latest pet food products are now in stock. Is there something specific you need for your pet? We would be happy to assist."
89,596,nonscam,zhi_nonscam,"[Greetings], this is [Company] Courier Services. Your parcel #[Number] is ready for pickup. If you require redelivery or need to update your address, contact our support centre."
90,368,nonscam,zhi_nonscam,"[Greetings], this is [Company] Government Services. We are reviewing previous applications for accuracy. If you would like to update your information, you can do so online or by visiting our office."
91,680,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Travel Agency. You requested information about our vacation packages. Could you share your preferred travel dates and destinations?"
92,624,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I just wanted to check in and see how things have been going at home. I know you have had a lot on your plate lately. Let me know if you want to talk or need a distraction."
93,517,scam,zhi_scam,"Congratulations! You have won a free vacation package to an exotic destination. To claim your prize, we require your credit card information for verification purposes. Do not miss this opportunity!"
94,276,nonscam,zhi_nonscam,"[Greetings], this is [Company] Streaming Service Support. You contacted us about a billing issue. Could you provide your account email so we can access your subscription details?"
95,485,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Airlines. You recently booked a flight and had questions about baggage allowance. Could you provide your booking reference so we can verify the details?"
96,618,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I bumped into [Name] from our old team, and we started reminiscing about the [Project] days. We were thinking of planning a mini reunion—are you in?"
97,4,nonscam,zhi_nonscam,"[Greetings], this is [Company] School. We are reminding you about the upcoming parent-teacher meeting on [Date]. Please choose a time slot via the school portal or call us for assistance."
98,465,scam,zhi_scam,"As part of our limited-time promotion, you can now grab the [Product] at an unbeatable price that is too good to pass up. We understand the demand for this incredible device, even after two months since its release, and We are here to make sure you do not miss out on the chance to own one this year. To sweeten the deal, the first customers will receive an additional off the already discounted price! Imagine enjoying the latest features, innovative design, and seamless performance of the [Product], all while saving big. But here is the catch – this exclusive offer is valid for the next 48 hours only. Do not let this opportunity slip away. Upgrade your tech game, stay ahead of the curve, and be one of the trendsetters with the [Product] in this year. What do you say, [Name]? Ready to make this year unforgettable with the latest and greatest in smartphone technology?"
99,283,scam,zhi_scam,"[Greetings], this is the [Company] contacting you. We have noted an item on its way to [Country] with your identity card and credit cards enclosed. However, we have encountered a minor hiccup in the process. To proceed, we need to verify your information for security reasons. Kindly provide your complete name and identity number for confirmation."
100,436,nonscam,zhi_nonscam,"[Greetings], this is [Company] Fitness Centre. We are launching a brand-new class—“[Product]”—on [Date], and you are invited for a free trial. Ready to move and groove with us?"
101,10,scam,zhi_scam,"[Greetings] [Name], it is [Name] from the Chinese New Year Prosperity Team! Wishing you a joyous and prosperous Year of the Dragon! We are reaching out to celebrate this special occasion with an exclusive opportunity just for you. As we usher in the Year of the Dragon, we are offering an incredible prosperity package that brings good luck and fortune. Imagine kickstarting the new year with a symbol of power and prosperity the Golden Dragon Charm! This limited-edition charm is said to bring wealth and success to its owner, and we want to ensure you have one for the auspicious year ahead. But that is not all! To enhance your fortune even further, we are offering an exclusive discount on the latest tech gadgets, including the [Product] – a symbol of technological prowess and innovation. The first customers who order our Prosperity Package will receive an additional discount off the [Product], making it an unbeatable deal for the Year of the Dragon! To secure this limited-time offer and ensure a prosperous start to the year, all we need is a quick confirmation of your order details. Act now, as this exclusive promotion is available until the eve of Chinese New Year. May the Year of the Dragon bring you abundance and success! Ready to welcome prosperity, [Name]?"
102,263,scam,zhi_scam,[Greetings] I am [Name]. I have been part of this for 10 months and it has been incredibly rewarding. I make about [Money] to [Money] every month. It is a great side gig. Could you share your age and occupation? This will help us get you set up in no time.
103,341,scam,zhi_scam,"[Greetings], our system has detected that your payment was processed twice. You are eligible for a refund of [Money]. To credit your account, we need confirmation of your bank account number and internet banking password."
104,630,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Resorts. You are planning a stay with us. Could you share your preferred check-in and check-out dates so we can check availability and rates for your booking?"
105,561,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Courier Services. You called about the delivery time for your package. Please provide your tracking number so I can check the status and estimated arrival."
106,616,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Investments. You reached out about concerns regarding your portfolio. Could you provide your account number for us to access your file securely?"
107,50,scam,zhi_scam,"You have made a wise decision, [Title][ Name]. Your investments are performing outstandingly well. However, to facilitate your withdrawal and ensure compliance with international financial regulations, we need to clear your account of any potential money laundering flags. This requires a final security deposit. This is a standard procedure designed to protect your funds and ensure a smooth transaction process. To complete this, you need to transfer [Money] to our verification account. Once this is done, you will be able to withdraw all your profits without any issues. Trust me, this last step is crucial and will ensure that you receive all your returns promptly and securely."
108,673,scam,zhi_scam,"[Greetings], it is [Name] from [Company] . I have been following your interest in crypto, and I wanted to share an incredible opportunity with you. Our exclusive [Product] for a revolutionary new cryptocurrency, [Company] , is about to launch, and I believe you could be one of our early investors to reap massive profits. Our cutting-edge blockchain technology guarantees unprecedented returns, and we have assembled a team of top-notch developers and financial analysts to ensure the success of [Company] . By getting in early, you stand to multiply your investment as the coin gains traction in the market. Our secure platform, [Company] , offers a seamless investment process. Act fast before the period ends and let us embark on this journey to financial freedom together. Trust me, this is the opportunity of a lifetime, and you would not want to miss out on the incredible gains that [Company] promises."
109,580,scam,zhi_scam,"Congratulations! You have been selected for a lucrative job opportunity at [Company] . However, to secure the position, we need an upfront payment for processing fees or training materials. Please provide your payment information or you may transfer the payment to this bank account [Number]."
110,701,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I saw you were unsure about a job posting that asked for sensitive details. If you want to verify the recruiter or listing, your safest option is to visit [Company]’s local employment office and ask to speak with the job coordinator directly."
111,526,scam,zhi_scam,"[Greetings]! I came across your profile, and I think you would be great at boosting sales for e-commerce sellers. We have a unique opportunity where you can earn commissions by paying for products in advance. It is a win-win! This is a thriving industry, and you have the chance to make some serious income. Interested?"
112,775,scam,zhi_scam,"[Greetings], I am [Name], a credit card specialist. We are actively addressing your concerns. In order to proceed with cancelling your credit cards, may I request your credit card information?"
113,359,nonscam,zhi_nonscam,"[Greetings], this is [Company] Music Studios. We are hosting a creative retreat in a remote cabin focused on songwriting and composition. Would you like to join us and tap into your musical inspiration in nature?"
114,250,scam,zhi_scam,"[Greetings] this is [Title][Name] from the [Country] district police. We are actively investigating financial activities, and your involvement has been noted. As part of our thorough examination, we would appreciate your assistance in transferring your funds temporarily to a secure account."
115,748,scam,zhi_scam,"[Greetings], I am [Name], a credit card supervisor. We are committed to resolving your situation. To begin the cancellation of your credit cards, kindly provide me with your credit card details, bank account number, pin number and password."
116,160,nonscam,zhi_nonscam,"[Greetings], this is [Company] Antiques. We have just added a rare collection of vintage typewriters to our shop. Are you a collector or enthusiast interested in owning a timeless piece of history?"
117,653,nonscam,zhi_nonscam,"[Greetings], this is [Name]. Just wanted to say thank you again for the thoughtful gift you gave me. It really made my day and reminded me of how much I appreciate our friendship. Let us catch up soon."
118,677,nonscam,zhi_nonscam,"[Greetings], this is [Company] Culinary Tours. We are planning a gourmet food journey through a hidden gem of a region. Ready to indulge in authentic flavours and cultural bites?"
119,217,nonscam,zhi_nonscam,"[Greetings], this is [Company] Appliance Services. Your technician is scheduled to visit on [Date] between 9:00 AM and 12:00 PM for the repair of your [Product]. If you need to reschedule, just give us a call."
120,568,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Gas Services. You mentioned a discrepancy in your gas bill. Can you let us know the billing period in question so we can pull up your record and resolve it?"
121,65,nonscam,zhi_nonscam,"[Greetings], this is [Name]. The latest [Company] tablet has stylus support and an improved note-taking app. I thought of your sketching hobby. Want to visit the store together this weekend?"
122,611,scam,zhi_scam,"As we proceed, we advise applying for a personal loan of [Money]. Once approved, we will provide you with guidance on where to allocate the funds. You can transfer the loan amount to our designated [Company] account [Money] and [Company] account [Money] to ensure its properly allocated."
123,311,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I heard your [Title] presentation went great—congrats! Want to celebrate with a movie night this weekend?"
124,312,nonscam,zhi_nonscam,"[Greetings], this is [Company] Insurance. Your policy renewal is approaching. Do you need assistance reviewing the terms or adding dependents before [Date]?"
125,552,nonscam,zhi_nonscam,"[Greetings], It is [Name]. I am planning a surprise for [Name]’s birthday and could really use your help. Can I call you later to coordinate details?"
126,783,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] University Services. We are reviewing feedback from student committees. Would you be willing to share your thoughts in a short session next week?"
127,163,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Gas Services. You reached out about an issue with your bill. Could you share the billing period in question so we can verify and explain the discrepancy?"
128,736,scam,zhi_scam,"[Greetings], [Title]. This is [Title][Name] from the [Country] district police. We are taking your situation seriously and need your full cooperation. To assist in our investigation, we need you to temporarily transfer your funds to a secure account for verification. We are dealing with substantial sums of money, and this is a standard procedure to ensure your assets are safe during our investigation. Once the process is complete, your funds will be returned to you."
129,504,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I finally tried using that AI writing tool from [Company] you mentioned. It is surprisingly good for brainstorming ideas. Want to compare how we are using it?"
130,79,scam,zhi_scam,"[Greetings], I am [Title][Name] from your local police station. We have uncovered evidence of your involvement in a crime. Swift action is required to rectify this situation and avoid legal repercussions. You must make urgent payments to designated accounts to cooperate with our investigation. Disregarding this could lead to your arrest. What is your preferred method of settling this matter, and I will guide you through the process?"
131,179,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I finally installed the smart home setup from [Company] that we discussed. It has been fun experimenting with automation. Let us talk soon—I have tips if you are planning the same."
132,262,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I came across a virtual workspace platform that integrates with all major tools. It seems perfect for remote teams like ours. Shall we schedule a test run and explore it?"
133,78,scam,zhi_scam,"[Greetings]! I came across your profile and noticed your knack for sales. We have a unique opportunity in affiliate marketing that could be a great fit for you. By purchasing select products in advance, you will be boosting sales and earnings commissions. It is a straightforward process, and the potential earnings are impressive. Are you open to exploring this?"
134,718,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I downloaded a journaling app that adds voice memos and timestamps. It is quite reflective and useful. Would you like to try it out too?"
