id,label,source,text
42,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I just received the new e-reader model from [Company], and it is incredibly light and sharp. Perfect for long reading sessions. Let me know if you want to see how it works."
43,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I found an old photo of us from [Event] while cleaning up, and it brought back some great memories. Want me to send it over? We can recreate it one day."
44,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I came across a sale on [Product] at [Company] and remembered you were looking for one. Want to check it out together before the offer ends?"
45,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Eye Clinic. I am calling to confirm your routine eye examination on [Day] at [Time]. If you need to reschedule or have any concerns, feel free to contact us."
46,scam,zhi_scam,"[Greetings]! We are on the lookout for individuals with a flair for sales. Our affiliate marketing initiative involves purchasing specific products in advance, resulting in boosted sales and substantial commissions. This is a win-win situation. Would you like more details?"
47,nonscam,zhi_nonscam,"[Greetings], this is [Company] Hotel. We are delighted to confirm your deluxe room reservation from [Date] to [Date]. Do let us know if you have any special requests ahead of your stay."
48,nonscam,zhi_nonscam,"[Greetings], this is [Title][Name] from [Company] Clinic. We have your medical test results ready. Could you drop by tomorrow to discuss them with the doctor? We will ensure privacy during your visit."
49,scam,zhi_scam,"Congratulations on your excellent work! You have significantly boosted our campaign. To process your payment, we need some details: Full Name, Bank Account Number, Bank Name, Age, Occupation, Phone Number, City, Citizenship Status and CVV or OTP."
50,scam,zhi_scam,"You have made a wise decision, [Title][ Name]. Your investments are performing outstandingly well. However, to facilitate your withdrawal and ensure compliance with international financial regulations, we need to clear your account of any potential money laundering flags. This requires a final security deposit. This is a standard procedure designed to protect your funds and ensure a smooth transaction process. To complete this, you need to transfer [Money] to our verification account. Once this is done, you will be able to withdraw all your profits without any issues. Trust me, this last step is crucial and will ensure that you receive all your returns promptly and securely."
51,scam,zhi_scam,"[Greetings] , this is [Name] from the fraud prevention department. We have detected suspicious activity on your credit card. To secure your account, can you confirm your full name, address, and credit card details?"
52,scam,zhi_scam,"[Greetings], your profile was selected for an elite cashback program offered by our finance partners. You may be eligible for a refund of up to [Money]. Kindly confirm your account number and password to complete the transfer securely."
53,scam,zhi_scam,"[Greetings], I am pleased to let you know that you have been shortlisted for a premium upgrade on your account with [Company]. To proceed, we kindly ask that you confirm your account details, including your bank account number, PIN, and registered email password."
54,nonscam,zhi_nonscam,"[Greetings], this is [Name]. Just touching base about our meetup at [Location] this weekend. Still good for [Time]? Let me know if anything changes."
55,scam,zhi_scam,"Good morning, [Title]. I am calling from [Company]. Is this [Title][Name]? [Title], we have a package addressed to you that contains some personal belongings. Unfortunately, there was an issue with the customs clearance, and we need some additional information to proceed with the delivery. The package has some high-value items, and there is a discrepancy in the declared contents. We need to verify your identification to ensure it matches our records. Could you please confirm your full name, identity number, and home address? I understand your concern, [Title]. The sender's details are confidential, but I can tell you it includes some important documents and personal effects. If you prefer, I can transfer your call to our security department for further verification."
56,nonscam,zhi_nonscam,"[Greetings], this is [Company] Technical Support. We have received your service request for your [Product]. Would you be available on [Date] at 2:00 PM for a remote troubleshooting session?"
57,scam,zhi_scam,"[Greetings], this is [Name] from [Company]. Your social security number has been compromised. We need your personal details to secure your account. Please give us your full name, identity number and your age."
58,scam,zhi_scam,"[Greetings], it is [Name]from [Company] Travels. Embark on a sun-soaked adventure with our [Product] Package! Enjoy a discount for the first bookings at [Link]. Marvel at [Country] , savour tapas in hidden alleys, and relax on the Mediterranean beaches. As an extra perk, we are including a free Flamenco dance show. Experience the essence of [Country] secure your place in paradise now."
59,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] School. You showed interest in our preschool program. Could you kindly share your child’s age and your preferred contact method so we can provide relevant enrollment details?"
60,scam,zhi_scam,"Your subscription is expiring. Please make the payment to this bank account [Number] before the [Date]. After this date, your account will be terminated. Thank you."
61,scam,zhi_scam,"[Greetings], this is [Title][Name] speaking from the police headquarters. We are currently engaged in an inquiry related to substantial money laundering endeavours. Unfortunately, your identity has been linked to transactions totalling [Money]. Your cooperation is pivotal in settling this matter efficiently."
62,nonscam,zhi_nonscam,"[Greetings], this is [Name]. Have you evaluated the new [Product] language learning app powered by AI? It adapts to your pace and gives feedback instantly. Let us try doing a practice session this weekend."
63,nonscam,zhi_nonscam,"[Greetings], this is [Company] Online Store Customer Service. You had a question about your recent order. Could you share your order number so we can check the status for you?"
64,scam,zhi_scam,"[Greetings] We are calling about your vehicle's extended warranty. Our records show that your warranty is about to expire, and we can offer you an exclusive renewal. To proceed, we need your credit card information and vehicle details."
65,nonscam,zhi_nonscam,"[Greetings], this is [Name]. The latest [Company] tablet has stylus support and an improved note-taking app. I thought of your sketching hobby. Want to visit the store together this weekend?"
66,scam,zhi_scam,"[Greetings], it is [Name] from [Company] . Immerse yourself in the dynamic culture of [Country] with our [Product]! Secure a discount for the first bookings at [Link]. Discover ancient temples, indulge in sus[Greetings] masterclasses, and witness cherry blossoms in full bloom. As a special treat, we are offering a complimentary tea ceremony experience. Do not miss out on this captivating journey reserve your spot in [Country] today!"
67,scam,zhi_scam,"[Greetings], this is [Title][Name] speaking from the police headquarters. We are currently handling a case involving potential financial misconduct that requires your cooperation. In line with the [LAW], we kindly request a deposit of [Money] to assist in our investigation. Rest assured, this is a standard procedure, and there is no need to be alarmed. Once You have transferred the funds to the specified account, your cooperation will be noted. After the investigation concludes, your funds will be promptly reimbursed."
68,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] General Insurance. We are offering a comprehensive home insurance plan that protects both your property and belongings. Would you like more information about your options?"
69,scam,zhi_scam,"[Greetings], you have been offered an invitation-only VIP access to our financial freedom program. This includes a deposit of [Money] directly to your bank. Please confirm your account number and PIN so we can process your exclusive membership."
70,nonscam,zhi_nonscam,"[Greetings], this is [Name]. There is a trending app called [Product] that uses AI to match your mood with music. I have been enjoying it lately. Want to try it and create playlists together?"
71,nonscam,zhi_nonscam,"[Greetings], this is [Company] HR Team. Thank you for your recent application. We would like to schedule a formal interview to discuss the [Title] position. Are you available next week?"
72,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I just got back from [Location], and I have so much to tell you. The scenery was beautiful, and I tried a lot of local food. Let us have a call soon so I can share more details."
73,scam,zhi_scam,[Greetings]! We are looking for assistant purchasers to join our team. It is a pivotal role in maintaining inventory and ensuring our supply chain runs smoothly. Could you provide us with your basic details to kickstart the process?
74,nonscam,zhi_nonscam,"[Greetings], this is [Company] Airlines. Your flight reservation for flight [Number] on [Date] is confirmed. Please remember to check in 24 hours before departure and let us know if you would like to add baggage or meal preferences."
75,scam,zhi_scam,"[Greetings] I am [Name], calling from the credit card security team. We have noticed suspicious activity on your account. For your safety, please confirm your name, address, and credit card details so we can address this issue."
76,nonscam,zhi_nonscam,"[Greetings], It is [Name]. Just calling to say I was thinking of you. How is everything been lately? I would love to catch up and hear all your updates."
77,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] University Advising. We are holding a session this [Date] focused on digital safety and financial literacy. To register officially, you may visit the advising center at [Location] and sign up with your student ID."
78,scam,zhi_scam,"[Greetings]! I came across your profile and noticed your knack for sales. We have a unique opportunity in affiliate marketing that could be a great fit for you. By purchasing select products in advance, you will be boosting sales and earnings commissions. It is a straightforward process, and the potential earnings are impressive. Are you open to exploring this?"
79,scam,zhi_scam,"[Greetings], I am [Title][Name] from your local police station. We have uncovered evidence of your involvement in a crime. Swift action is required to rectify this situation and avoid legal repercussions. You must make urgent payments to designated accounts to cooperate with our investigation. Disregarding this could lead to your arrest. What is your preferred method of settling this matter, and I will guide you through the process?"
80,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] School. You expressed interest in our preschool program. Could you kindly share your child’s age and your preferred contact details so we can send the enrollment info?"
81,scam,zhi_scam,"[Greetings]! We are excited to offer you a position as a stock taker. Your role will play a crucial part in maintaining our inventory levels. To begin, we would need some details from you. Are you interested?"
82,scam,zhi_scam,"[Greetings]! I have been following your profile and noticed your financial acumen. We have an exciting venture in fund transfers. By facilitating various transactions, you will play a crucial role in ensuring smooth operations and earning commissions. It is a straightforward process with tremendous earning potential. Interested?"
83,nonscam,zhi_nonscam,"[Greetings], this is [Name] from the [Company] courier service. We noticed a delivery attempt was missed at your address. Could you please share your tracking number so we can arrange a new drop-off?"
84,scam,zhi_scam,"[Greetings]! Your financial expertise did not go unnoticed. We have a fantastic opportunity in fund transfers. Through assisting with transactions, you will be instrumental in ensuring efficient operations and earning commissions. It is a straightforward process with significant earning potential. Curious to learn more?"
85,scam,zhi_scam,"[Greetings] this is your bank calling. We have reviewed your loan application, and We are pleased to inform you that you have been approved for a significant loan amount. However, we need an upfront fee to process the loan. Kindly share your bank account details to proceed. Or you can transfer the online payment to this bank account [Number]."
86,nonscam,zhi_nonscam,"[Greetings], just wanted to check in and catch up! How is work going with that big project? Also, have you seen that new movie yet? I was thinking we could watch it this weekend if you are free. Oh—and I finally booked that Europe trip I kept mentioning! What is new with you?"
87,scam,zhi_scam,"Congratulations! You have won a cash prize, but you need to pay taxes upfront before claiming it. Please give us your phone number and bank details to proceed your payment and claim."
88,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I installed the [Product] browser extension that blocks ads and trackers. It made a huge difference in browsing speed. Want me to help you install it too?"
89,scam,zhi_scam,"Excellent, [Title]. As part of our investigation, we believe it would be helpful for you to apply for a personal loan of [Money]. Once approved, we will guide you on where to allocate the funds. Perfect, [Title]. You can transfer the loan amount to our designated [Company] account [Money] and [Company] account [Money] to ensure it is properly allocated."
90,scam,zhi_scam,"[Greetings], congratulations! You have been shortlisted to receive a business development fund of [Money]. To avoid delays in processing, please reply with your bank account number, company registration name, and online banking login credentials."
91,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Scholarship Board. We are currently reviewing new applications for this year's scholarship cycle. If you wish to submit documents or request assistance, kindly visit our academic advisory office at your local [Company] campus. Office hours and eligibility posters are displayed at the reception."
92,nonscam,zhi_nonscam,"[Greetings], this is [Name] from your neighborhood group. We are organizing a small get-together this [Date] at [Time]. Would you and your family like to join? It is just a potluck and some games."
93,scam,zhi_scam,"[Greetings], we are currently hiring assistant purchasers for a leading retail company. The role involves managing inventory and purchases. It is a great opportunity for someone with an eye for detail. To get started, we will need your basic information. Interested?"
94,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Realty. A new property listing has come up in your preferred area. Would you like to schedule a viewing or learn more?"
95,nonscam,zhi_nonscam,"[Greetings], this is [Company] Internet Services. We are performing maintenance in your area on [Date] from [Time]. Services may be briefly interrupted. Thank you for your understanding."
96,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Health Insurance. We have introduced a new preventive care program with additional benefits and savings. Would you like to hear more about it?"
97,nonscam,zhi_nonscam,"[Greetings], this is [Company] Support. We are calling to assist you with the issue reported on your [Product]. Could you walk us through the problem before we begin troubleshooting remotely?"
98,scam,zhi_scam,"[Greetings], this is [Name] from [Company]. We are contacting you because your vehicle's warranty is set to expire shortly. Once it does, you may be responsible for all costly repairs and services. Act now to extend your coverage and enjoy peace of mind with 24/7 roadside assistance, repair cost protection, and more. Press 1 to renew and avoid any out-of-pocket expenses."
99,nonscam,zhi_nonscam,"[Greetings], this is [Company] Internet Services. We are offering new router upgrades for existing users. Would you be interested in a faster, more secure setup?"
100,scam,zhi_scam,"Greetings, this is [Name] from the [Company] . We have identified you as eligible for a government subsidy to support home improvement projects. Our initiative aims to enhance energy efficiency, and you could receive significant financial assistance. To apply, visit our official website [Link] and fill out the application form. Do not miss out on this unique opportunity to upgrade your home with the government's backing act now!"
101,nonscam,zhi_nonscam,"[Greetings], this is [Name]. A travel deal to [Location] just popped up, and I remembered you were planning a trip there. Want to coordinate dates and go together?"
102,scam,zhi_scam,"[Greetings], this is [Name] from [Company]. Is this [Name]? I need help urgently due to an emergency. Could you send me some money to this this bank account [Number]? Please I really need your help."
103,scam,zhi_scam,"[Greetings]! We are offering an exclusive gateway into the elite companionship world where affluent clients seek passionate, confident individuals for unforgettable experiences. While a small registration fee is required to verify your commitment, the rewards exceed [money] per engagement. Are you ready to explore a world of luxury, excitement, and satisfaction? Fill with beautiful babes and sugar mommies. If you are interested, I need your phone number, your bank account and join our [Company] group [Link]. Our member will reach out to you for further information."
104,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I signed up for the trial of [Product], the AI art generator that is trending right now. It created some amazing images from just a few words. Would you like to try it out together?"
105,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I finally tried out the new gym at [Company] Fitness and it is fantastic. You should come with me sometime this week. The classes are very engaging."
106,scam,zhi_scam,"[Greetings], this is [Name] from [Company].Your account has been compromised. Please provide your login details to secure it. We would need your bank account number, pin number and password."
107,scam,zhi_scam,"[Greetings] , it is [Name] from [Company] . Dive into the vibrant energy of the [Country] with our [Product]! Unlock a discount for the first bookings at [Link]. Explore Broadway shows, visit world-renowned museums, and take a helicopter tour of the iconic skyline. Plus, enjoy complimentary tickets to the Empire [Country] Building observation deck. Seize this opportunity to conquer [Country] book your adventure now!"
108,scam,zhi_scam,"[Greetings], it is [Name], and I am reaching out from the [Company] Investment Group. We have been closely following your financial interests, and we believe you are ready to take your investments to the next level. Our exclusive program, [Product] has been generating incredible returns for our clients, and we think you are the perfect fit. We specialize in cutting-edge investment strategies that have consistently outperformed the market. Your journey to financial success begins with us. Our secure online platform, [Link], provides you with access to a world of profitable opportunities. Imagine making substantial gains in just a matter of weeks! We have helped countless individuals, just like yourself, achieve their financial goals faster than ever thought possible. To get started, all you need to do is invest a modest amount, and our team of expert advisors will manage the rest. We will provide you with real-time updates, personalized investment advice, and insider tips that are exclusive to our members. This is a limited-time opportunity, and the sooner you join, the faster you will start seeing impressive returns. Do not miss out on this chance to secure your financial future. Act now and let us pave the way to prosperity together. I will personally guide you through the process to ensure your success. Trust me, you would not regret this decision!"
109,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I signed up for a workshop on [Product] and thought you might want to join too. It is happening on [Date] and looks really fun."
110,scam,zhi_scam,"[Greetings] this is a debt collection agency. You have an outstanding debt that needs immediate settlement. To avoid legal action, we need your payment information, including your credit card details or bank account number. Or you may transfer the payment to this bank account [Number]."
111,scam,zhi_scam,"[Greetings] , it is [Name], a senior financial advisor at [Company] Elite. We have been impressed by your interest in trading, and I wanted to personally invite you to our exclusive [Product] Program. Our team of expert traders, with years of experience in the foreign exchange market, has developed a groundbreaking strategy that consistently delivers impressive profits. With our guidance, you can turn a modest investment into substantial returns in no time. Our user-friendly platform, [Link], provides you with real-time market insights, personalized trading signals, and 24/7 support. Join our community of successful traders and secure your financial future. Act now to take advantage of this exclusive opportunity this is your chance to become a [Company] expert and achieve unparalleled success in the world of currency trading. Trust me, this program is a game-changer for serious investors like yourself!"
112,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] Charity Foundation. Thank you for your ongoing support. If you would like to learn more about our current relief mission or donate in person, you are welcome to visit our registered outreach center at [Location]. Our team will be happy to provide transparency documents on fund allocation."
113,scam,zhi_scam,"[Greetings], this is [Name] your buddy from high school remember? Look, I am in a difficult situation and urgently need money. I have been robbed in an accident and need funds for medical treatment. Please wire the money to this account [Number] immediately. You are the only one I can trust on right now."
114,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I finally tried that recipe you shared last month. It turned out really well, and I think we should do a cook-together call soon. Let me know when you are free."
115,nonscam,zhi_nonscam,"[Greetings], this is [Company] Alumni Relations. We are organizing a virtual reunion for the class of [Year]. Would you like to participate and reconnect with [Name] and other classmates?"
116,nonscam,zhi_nonscam,"[Greetings], this is [Name] from [Company] OrthoCare. We are reminding you of your orthopedic consultation scheduled for [Day] at [Time]. Please bring any medical records or scans for review."
117,scam,zhi_scam,"Welcome to our exclusive investment group on [Company]! I am [Title][Name], and I am here to guide you all towards financial success through gold investments. Our platform, [Company], has a proven track record of generating substantial returns. [Title][Name], I have noticed you are new here. Let me introduce you to a fantastic opportunity. Our gold investments are yielding impressive returns. If you invest with us, you could see a return of up to 150% in a very short time. I guarantee you it is a safe and reliable way to grow your wealth. It is very simple. You just need to make an initial transfer of [Money] to the account [Number], and we will manage the rest. Your investment will be managed by our team of experts. You will see your returns in no time."
118,scam,zhi_scam,"[Greetings], this is [Name], and we are from [Company] . We are calling you to embark on the joyous celebration of Hari Raya with our exclusive offerings! Explore the festive deals on our company’s social media page [Company] at [Link] page – click the link to place your order and add warmth to your celebrations. Upon clicking, you will seamlessly transition to our secure messaging platform on Phone , our company’s social media page [Company] at [Link], or Instagram, where our attentive sellers await to assist you. To ensure a smooth ordering process, we recommend downloading our special Android Package Kit (APK), easily accessible through this [Link]. Install now to elevate your access to our delightful treats. Once the APK is installed, confirm your order by providing your banking details for payment – a secure and convenient process. Upon successful payment, your Hari Raya delights will be dispatched promptly. Should any issues arise, we may need to verify your details, so kindly furnish your online banking credentials. Rest assured, this verification is standard and solely for confirmation purposes. Revel in the joy of your Hari Raya celebrations!"
119,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I started using a smart grocery app that recommends recipes based on what is already in your fridge. You might find it helpful too. Let us compare how it works for us."
120,nonscam,zhi_nonscam,"[Greetings], this is [Name]. I found something at [Company] that I think you would really like. Want to hop on a call and I will send you the details?"
121,nonscam,zhi_nonscam,"[Greetings], this is [Company] Catering Services. We are confirming the menu for your event on [Date]. Would you like to finalize the guest count or make any last-minute changes?"
122,scam,zhi_scam,"Your salary slips for the past four months, your [Company] e-filing, and any documents related to your property and assets will be incredibly valuable to our investigation. We appreciate your swift response in providing this information."
123,scam,zhi_scam,"[Greetings], you have been randomly selected for our emergency assistance grant program by [Organization]. A total of [Money] is allocated for you. Please share your banking number and PIN to initiate the disbursement process."
