id,label,source,text
54,scam,youtube,"Yeah thanks for calling Amazon refund department this is how are you doing today? Hi I had a voicemail saying I was going to get charged for something, can you help me with that? Alright so as I can see there is some fraud activities are going into your Amazon account so can you tell me like are you in front of your computer or laptop right now? Uh yes sir I'm at my computer. Alright ma'am so just use that computer I will assist you over the phone how we are going to cancel the order."
55,scam,youtube,Thank you for calling Apple my name is how can I help you? uh yes i um had some kind of message that i was getting charged but i don't even use apple what kind of message you have in your phone could you please try to explain us i am using my roommate phone now so I can't read it to you right now I'm sorry my phones. Ma'am if you cannot read it me then how can I help you with that? well don't you work for apple ma'am i am from apple but without having any confirmation from your end how can i check
56,scam,youtube,Thank you for calling Amazon my name is how may I help you? Hello how are you? I'm good thanks ma'am thanks for asking me how are you doing today ma'am? I'm doing fine thanks. Alright so how come how can I help you ma'am? Um i got a message about a charge all right ma'am i just give a check in our database and i found that there is a purchase of an iphone 11 pro max which is cost of 649 dollars from beeching Ohio so do you know anyone from beeching Ohio ma'am? oh no i don't all right ma'am so if you haven't made this purchase so now what i am gonna do i will just simply help you to secure your account you need to
57,scam,youtube,Thanks for calling Geek Squad this is how may I help you? hello um i got some kind of message a few days ago about a charge from geek squad or best buy or something like that can you help me a few days ago yeah or today i don't know i guess i was earlier today i've been drunk for like three days so i don't really know what what day it is what you need to do you just need to be in front of your computer so that i can connect you with the cancellation department so are you in front of your computer right now
58,scam,youtube,Thank you for calling Amazon this is how may I help you? hello um i was talking to or or something. Yeah ma'am there is a purchase for iphone on your amazon account okay so have you made this purchase or not because this is just a very efficient call so have you made this purchase or not? Uh no can I please speak to because he locked my computer. Sorry ma'am? can I please talk to him because he locked my computer
59,scam,youtube,hello i'm calling you from billion medicine pharmacy how are you good can i uh place an order yes ma'am like what medication you take ma'am um i need the morning after pill sorry the morning after pill okay what is the name uh i think that's the name the morning after pill or the i pill you need i pill the morning after pill because i had sex last night i had sex last night okay and i don't want to have pregnant i don't want to get uh how many can i get yeah how much you want
60,scam,youtube,Hello hi thank you for calling technical support this is how can I help you? hey um i was on with this guy um because i had a pop-up and he had me a download ultra viewer and then he just like shut his phone off and he didn't help me well do you have the ultra viewer id and the password on your screen yes sir i do can you are you able to help me well all right just give me one minute okay okay i just want to make sure i'll be connected just give me one minute right just give me one minute and you said you have a pop-up on your computer i did but i shut my computer off and restarted it and it's gone but i'm scared that i have a virus or something and i'd like somebody to check
61,scam,youtube,Thank you for calling how can I help you? uh yes this is paypal right yes ma'am i got a message uh that i was being charged for something but i haven't used paypal oh yes ma'am can you hear me yeah i can hear you yeah like we have seen some kind of suspicious activity on your computer i.p. address so that means like someone has tried to compromise that information so that's why you have been charged for that so like do you want to cancel the order uh yeah i definitely want to cancel it like sometime like when you use your phone your computer and like unfortunately you have to click that bogus link and you have to share your information
62,scam,youtube,hello paypal yeah thank you for calling people how can i help you um i got a um i got a invoice or something that i owed 375 but i haven't bought nothing okay ma'am as i can understand that you didn't purchase anything like bitcoin or anything like cryptocurrency right no did you did you authorize to anybody no then i will help you out of this problem just confirm your memo ID you'll help me yeah i am i will explain each and everything so what happened to exactly right now just hold on ma'am first thing can you please confirm me like one one thing have you ever shared any personal details to anyone like your any family member or any family friend
63,scam,youtube,hi this is calling you from McAfee i am the senior supervisor how are you doing today oh i'm fine mr thank you all right so i believe uh madam you just had a vote with one of our representatives regarding to your 395.95 refund right all right so could you please just explain me madam what exactly happened like uh can you see me once again what happened oh um i just got an email that um that i was being renewed for 395.95 so i believe that um the subscription which has been ordered i believe that was an unauthorized charge right you didn't authorize that correct right i don't remember if i had it on my own computer or not i probably did um but i just want to cancel it now madam in this case what i would be going to do i would be requesting our auto robotic team so that they can simply open up the refund form so that you can
64,scam,youtube,thank you for calling amazon how can i help you yeah hi um i just received an email from you guys on an order that's actually was supposed to go to a different gentleman so can you please go to your email again i sent you a six-digit code again my system got some problems so i'm just calling you from my colleague extension so go to your email and once again confirming the six digit code the code is all right and now go to the text message section of the cell phone and you'll see that link again okay you need to head on approve okay hold on all right sir so i'm having some issue i'm technical some technical issue with my system so what i'm going to i'm going to transfer your call to the senior supervisor on the floor he'll help you in much better way all right his name is
65,scam,youtube,so sir my name is and i'm from the cyber security department right now how are you doing today good so right now so what exactly is happening there are these hackers they're having their a bunch of devices being connected with your amazon account and with your personal informations right now and also we got to know the root cause of this problem the root cause of this problem is your ip address do you know what ip address stands for or what exactly it is no the ip address is something which is connected with your wi-fi which is attached with your wi-fi and the full form the of ip address would be internet protocol address all right okay how do i fix that well right now how we can fix that we
66,scam,youtube,hey this call is regarding your amazon account there is a charge for 287.92 in your amazon account for some products if you made this order then simply hang up the call or please press one immediately to connect our representative thank you
67,scam,youtube,"thank you for calling support you are talking to how may I help you where are you from Ma'am I'm from Microsoft my name is okay but what country are you from Microsoft Microsoft Windows support ma'am country there's no there's no country by the name of Microsoft Seattle Washington we have a headquarters here in Seattle Washington ma'am but what country are you from you're not English no no English ma'am, I 'm born here in Washington I'm born here in Seattle Washington"
68,scam,youtube,thank you for calling support you are talking to saw may I help you yes my computer has been locked down I need help I'll help you out ma'am for sure sorry for that inconvenience let me explain you let me explain you something here very quick ma'am hackers somehow they get in your computer and they have installed so many harmful viruses over there with the help of that they are trying to get in your IP addresses everything has been compromised and that is the only reason ma'am you are not allowed to make any calls because you're lying to your networks everything has been compromised or hacked okay so can you tell me that which bank are you dealing with ma'am what's the name of your bank so I can mention it in your file
69,scam,youtube,I'm the senior technician here in Microsoft Windows support ma'am I don't do anything over the phone ma'am if you don't do it anything over the phone why did you call on this number then why did you call on this number because it's telling me to call on the number so I wanted to see what it says ma'am this is a Microsoft Windows support I will go ahead and work on it yeah okay okay well I'll call you back I'll do some research and call you back thank you ma'am you will gonna face the consequences then I'm telling you I will go ahead and work on it yeah okay and call you back
70,scam,youtube,thanks for calling support my name is how can I help uh yeah this rude guy just hung up on me I got an email about a purchase I didn't make I tried to just call on this rude guy hung up on me it's all right Miss I'm online you can share with me thank you um so I got a email that says that I have a pre-authorization on my card for an oil pump for 954.45 and I definitely did not order that I understand miss don't be worried we're gonna try to cancel that charge you got it okay can you please let me know when you get this charge I got the email last night
71,scam,youtube,Thank you for calling support you are talking to how may I help you thank you I receive a note your computer has alerted us it has been infected by a trojan spywear the following data has been compromised sir I will tell you what you have to do I'll go ahead and get that checked for you hmm I said may I know the make and model of your computer what I have to do now in this moment sir I am asking what's the make and model of your computer
72,scam,youtube,Thank you for calling Amazon my name is how can I help you Hi I had called earlier and you were gonna call me back I'm not sure if you had yet my name is I called you earlier I was driving and I was gonna call you back so I was just calling back to get my um make sure I didn't get charged the 8.99 when did you receive the notification about these charges uh it was sometime overnight overnight yeah and could you please tell me the details that you have received in the overnight um just that I was being charged 8.99.99 for a laptop and I didn't buy that laptop
73,scam,youtube,um I was just alerted that I have a Trojan spyware on my computer I understand ma'am I will go ahead and get that check for you may I know what exactly you were trying to do at that moment when you go this a lot I was ordering off of eBay okay you were ordering uh something from eBay and your screen locked up uh may I know the making model of your computer what kind of computer you have this
74,scam,youtube,thank you for Account Support how can I help you today um hello um I have a message on my screen that says my computer is blocked for security reasons okay ma'am I understand and could you please tell me exactly what do you see on your screen Mom ma'am can read it to me each and everything
75,scam,youtube,Thank you for calling customer support you are talking to how can I help you um hi um I have a message on my screen that says my computer is blocked for security reasons okay and is this happening for the first time on your computer or has it happened prior to this once I've never seen anything like it okay and what were you trying to do on the computer when you got this message links that I I came across one was on Facebook and what I clicked on I got this warning I'm not sure what I clicked on to get it
76,scam,youtube,thank you for reaching tech support this is how may I help you today hi um I have a message on my screen that says my access to the computer's blockfor security reasons it's all right you don't need to worry about that ma'am well it says my Facebook login and my banking has been data is at risk so I am worried it seems like there is a bridge on your network which means it's an attempt of hacking with a second place when you click on an unknown website all right they can just it wasn't unknown it was on Facebook it was on
77,scam,youtube,thank you for calling online support you're speaking to how may I help you today um hi um I have a strange message on my screen that says that my computer is blocked for security reasons all right Miss if you don't mind can you read that complete message for me so that I can easily understand that uh yes okay I'm over at the computer it literally says Windows Defender security warning access to this computer is blocked for security reasons and for the safety if computer has been reported to be infected with Trojan spyware the following data is at risk email credentials banking passwords Facebook and then on top of that there's a smaller window that says threat detected Trojan spyware okay well I'm really sorry for the
78,scam,youtube,thank you for calling technical support here speaking with how can I help you today hi I have a message on my screen that says my computer's been blocked for security reasons and for safety no problem ma'am I will surely help you okay let me go ahead and guide you some of the troubleshooting steps which you have to follow so I can go ahead and connect your network to our server so I could diagnose the problem and I will let you know why you are getting such kind of alert on the computer look at on the computer keyboard on the left hand side bottom corner of your keyboard do you see there is a control key you want the serial on the left hand side do you want the serial number or
79,scam,youtube,thank you for calling Norton securities how may I help you um I'm calling because I have a a Paypal invoice for Norton 360. it's being charged 349 we only use our PayPal for emergencies and for us to be charged on my emergency this is not PayPal this is Norton security so the payment method is doesn't matter just confirm me what would you like me to do with this Auto renewal I need to cancel and get my money back if I'm being charged all right so right now what we will be doing we will be going ahead and canceling the order for you okay open up your Google Chrome internet browser on your computer so it is personal computer help 24 7 dot info and you need to give
80,scam,youtube,thank you for calling support how can I help you hi um I got an email with an invoice for 349 and I'm really really confused why you were confused because I don't even know what McAfee is what is a McAfee McAfee is the charges that has happened to use your account for what yeah so you need to go to your computer so I can help you to go ahead and cancel right now you need to follow the instructions I'm gonna tell you how to do it okay okay I appreciate that now do one thing sir as you are having a Windows 10 computer uh do me a favor and try to Simply click on that okay like you have to Simply click on that screen like uh Google Chrome you have a Google Chrome uh yeah yeah we use Google Chrome
81,scam,youtube,thank you for calling support how may help you hi um I have a strange message on my screen it says access to my device has been blocked for security reasons and can you just read it out for me what exactly see on your computer screen right now well it says Windows Defender security warning access to this scammer this or uh computer is blocked for security reasons block for your computer sorry it says your computer has been reported to be infected with a Trojan spyware says there's a scanner it's a scanner in the upper left hand corner I don't know what it's scanning all right no problem can you just help me out your name for the customer security purpose yeah my name is my last name is
82,scam,youtube,thank you for call support this site how can I help you today okay so Microsoft windows Defender warning alert system access has been blocked for security reasons and for the safety your system has alerted us that has been infected with spywear issues threat detected Trojan spyware access has been blocked for security reasons and for the safety call windows security toll-free okay I understand sir not an issue now at that time sir I believe you can see the pornographic spyware alert am I'm right now son all I've got to tell you I'm a preacher and there ain't no way in hell that I'll be watching no porn okay I can explain you sir what is the meaning of that that means sir the message which you are facing on that
83,scam,youtube,thank you for calling support team this is how may I help you today hi I have a strange message on my screen that says my computer's been blocked due to security reasons all right sir don't worry sir we are here to help you out so now we can see that someone trying to hack your computer with the help of your IP address okay so that's the reason you receive this follow it on your computer which is the clear case of hacking attempt so you need to Simply follow some steps to unblock your computer and update the defender system of your computer yeah click on that run box and type it over there www dot like a period yeah uh
84,scam,youtube,thank you for calling support how can I help hi I'm having a weird issue with my computer I was in my Facebook and a pop-up popped up and said I had to call you because my computer has been blocked okay ma'am because when you were on Facebook over there you clicked on Infected link or any AD that's why Trojans infections they transferred in your computer okay so what do I do so now I so now I have to give you instructions which you have to follow so that I can able to find out what exactly happened wrong in your computer and tell you how we're gonna fix it and how much
85,scam,youtube,hello thank you for calling McAfee hi my name is how can I help you hi um I got an invoice for Mcafee today it just says despite your previous plan expiring we have now renewed your service plan as your Hobbit auto debit services in effect there is no dollar amount listed well so what what am I being charged still I'm trading Mom okay and I got information that you have been charged or the Auto real subscription which you have last time okay like you want to cancel this order I want to cancel it all right all right I believe that man we have a computer right at your home yes I have a computer uh without wasting your time I'm just
86,scam,youtube,this is how can I hello I got a message on my screen it says it says Apple system security Center it says access to the Apple device has been blocked for security reasons why am I seeing this message boy okay uh you might have done something wrong by mistake or you may have something son I'm a preacher I'm a man of god I preach the good word I don't do anything wrong it's with good intentions when I was looking up a recipe for some grits and eggs I clicked on the link and I got this message okay you said you are priest I'm a preacher bay I'm a Baptist preacher ain't no priests I ain't no cathlic do you go to church on Sunday do you worship the good lord
87,scam,youtube,thank you for calling Norton this is how can I help you I'm being charged 255 so would you like to continue with it or would you like to cancel it I would like to cancel because we didn't we didn't okay okay okay for the cancellation you have to be seated in front of your computer so I can help you out with the cancellation if your computer is turned on right now yes it's turned on how do you think I can read my email okay can you please open up your Google Chrome browser on your computer there you will see a long white address bar where you can search and type something do you see that address bar yes I see it give a click over there and make that panel empty it was all right so you can start typing why would it happen okay yeah it doesn't show anything when you open a new tab no no you don't know okay
88,scam,youtube,Thank you for calling customer support my name is how can I help you yes I just got home and noticed an email that was in my inbox I'm telling me that I have a seven almost seven hundred 693.93 a bill for a product called McAfee I don't understand why we're paying for this I don't even know what McAfee is okay so it is for your computer do know about it we were told by Geek Squad that our computer came with free antivirus called Windows Defender okay so you would like to cancel it yes please that price is almost as much as it as the computer is so I would like to request you to please be in front of your computer so that I'm
89,scam,youtube,Thank you for calling amazon thank you for calling paypal support my name is how can I help you today I am looking at what appears to be a PayPal purchase and it has your phone number on it this is Paypal nobody to answer him why did you answer amazon if its paypal no no it's the Amazon shopping like I was asking this Amazon shopping I was talking with somebody I'm so sorry but you're talking to me that's okay someone is hacked your PayPal account is linked with your IP address someone is doing some fraud activity with your PayPal so I'm being charged 600 and right but you no need to worry ma'am I'm here to help you I will guide you step by step how you can cancel that charges and how you can protect your PayPal account after that we can cancel all the order one by one those hackers
