id,label,source,text,original_id,pair_id,pair_id
194,scam,youtube,thank you for calling support you're speaking with how can i help you hi i'm i'm calling in regards to a little bit of a problem that i'm that i just got on my my computer i don't okay i don't know exactly what it is but but i was browsing the web and it said that access to my pc had been blocked okay not a problem ma'am we have to just diagnose your system and can you tell me one thing ma'am what was the last thing you were doing on a computer when you get the alert well i was trying to get some someone told me about,194,194,194
146,scam,youtube,hello hello i'm calling about my refund sure wish you a very good day sir this is here and we are calling you from the microsoft refund department how are you doing today i'm doing great how are you doing you sound like you're out of breath are you running i'm fine you sound like you're breathing i'm fine thanks for asking well sir the call is well sir the call is about your refund okay like did you remember that last time you made a payment to our company for the maintenance of your computer services i don't no and that's why i was i don't know,146,146,146
185,scam,youtube,welcome to amazon you're speaking with how can i help you today yes i i need to talk to somebody about an order that i i don't understand on my email please okay no problem ma'am i'll be happy to help you what i can help you with that ma'am please tell me how can i help you if you have any problem with an order so i i can hardly understand what you're saying ma'am can you hear me fine oh that's a little bit that's a little bit better okay ma'am i'm saying if you have a problem with an order you can ask me about it,185,185,185
88,scam,youtube,thank you for calling customer support my name is how can i help you yes i just got home and noticed an email that was in my inbox i'm telling me that i have a seven almost seven hundred 693 93 a bill for a product called mcafee i don't understand why we're paying for this i don't even know what mcafee is okay so it is for your computer do know about it we were told by geek squad that our computer came with free antivirus called windows defender okay so you would like to cancel it yes please that price is,88,88,88
54,scam,youtube,yeah thanks for calling amazon refund department this is how are you doing today hi i had a voicemail saying i was going to get charged for something can you help me with that alright so as i can see there is some fraud activities are going into your amazon account so can you tell me like are you in front of your computer or laptop right now yes sir i'm at my computer alright ma'am so just use that computer i will assist you over the phone how we are going to cancel the order,54,54,54
79,scam,youtube,thank you for calling norton securities how may i help you i'm calling because i have a a paypal invoice for norton 360 it's being charged 349 we only use our paypal for emergencies and for us to be charged on my emergency this is not paypal this is norton security so the payment method is doesn't matter just confirm me what would you like me to do with this auto renewal i need to cancel and get my money back if i'm being charged all right so right now what we will be doing we will be going ahead and canceling the order for you okay open up your,79,79,79
117,scam,youtube,yes hello yes is there yeah how can i help you sir hi it's it's i'm husband oh yes husband right she told me that she started a phone call with you with regard to an order it looks like it looks like something was ordered without our permission or something that was going to renew and we need to stop yeah yes i remember that so are you front of the computer right now yeah excellent due to how to get you cancellation and refund form yes i am i'm at home i'm at home in front of the computer all right so please open the,117,117,117
225,scam,youtube,thank you for calling support this is how may i help you today yeah can you can you transfer me to the just technical support team my computer sure you're talking to microsoft technical support okay so i'm already in the right place great great i got yes a little bit of a little bit of a problem i don't know how to fix in that i was on the laptop doing the same thing i do every day okay and for some reason i it's telling me that access to the computer has been blocked due to security reasons and now that doesn't normally happen so i'm a little,225,225,225
135,scam,youtube,thank you for calling in geek squad this is how can i help you yes this is i had a message to call this number oh yeah man this call is regarding your computer a laptop services it's called expired and for the renewal you're about to get a charge of two hundred and ninety nine dollars what this is just a confirmation call whether you want to renew 299 for what for your computer services like firewall securities windows defender antivirus services web services etc i thought i needed that stuff on my computer i didn't know i was paying for it i thought it,135,135,135
68,scam,youtube,thank you for calling support you are talking to saw may i help you yes my computer has been locked down i need help i'll help you out ma'am for sure sorry for that inconvenience let me explain you let me explain you something here very quick ma'am hackers somehow they get in your computer and they have installed so many harmful viruses over there with the help of that they are trying to get in your ip addresses everything has been compromised and that is the only reason ma'am you are not allowed to make any calls because you're lying to your networks everything has been compromised or hacked okay so can you tell me that which bank are you,68,68,68
49,scam,youtube,thank you for calling my phone support my name is how may i help you yes my name is i'd like you to help me get my birthday corrected on my microsoft account i put in an error i put in the current date when i got the computer five years ago and i keep getting these things that say i need a family family support in order to get into certain apps so you need to change your birthday date on which sir like on your email and on my microsoft account so for that you need to call microsoft we are my phone support oh this says this is the microsoft support number,49,49,49
58,scam,youtube,thank you for calling amazon this is how may i help you hello i was talking to or or something yeah ma'am there is a purchase for iphone on your amazon account okay so have you made this purchase or not because this is just a very efficient call so have you made this purchase or not no can i please speak to because he locked my computer sorry ma'am can i please talk to him because he locked my computer,58,58,58
150,scam,youtube,how may i help you yes this is microsoft yes okay i had a pop up this microsoft tell me to call this number okay okay can you tell me what do you see exactly on your screen it just had my desktop because i closed it all out i wrote down the number and then i called okay so right this time your computer is shut down no i just have my desktop open okay and what do you see on your desktop it's i gotta open it back up it went to sleep so i had to open it back up give me one second yeah take your time okay you,150,150,150
60,scam,youtube,hello hi thank you for calling technical support this is how can i help you hey i was on with this guy because i had a pop up and he had me a download ultra viewer and then he just like shut his phone off and he didn't help me well do you have the ultra viewer id and the password on your screen yes sir i do can you are you able to help me well all right just give me one minute okay okay i just want to make sure i'll be connected just give me one minute right just give me one minute and you said you have,60,60,60
216,scam,youtube,thank you for calling norton this is how can i help you hi there thank you if you could please transfer me to anyone in the help desk who could help me cancel an order that would be greatly appreciated thank you i will help you are you in front of your computer i am yes okay can you give me five to ten minutes and i will give you a call back god can you transfer me to someone else then i mean i really want to get this thing canceled i don't have a lot of time you know transferring someone else i will help you i will be i will go out and call,216,216,216
153,scam,youtube,calling this is how can i help you yeah i'm going about my refund i said you're closing down or something okay you okay you want you want to cancel right yes okay are you in front of your computer side is your computer on yes okay so tell me what do you see on the computer my computer screen okay look at the very bottom left hand corner at the very bottom left corner which icon do you see on my computer screen i see a windows start key yes yes yes right beside that right beside that right beside the windows start,153,153,153
241,scam,youtube,thank you for calling support this is how can i help you hello can you hear me can can you yeah i can hear you you can hear me yeah i can hear you hi i received this a message popup message on my computer telling me that i need to contact this number because access to this pc has been blocked for security reasons to see what is going on here all right i will surely help you out can you just let me know what do you see on your computer screen can you read that yeah it says windows defender system warning windows,241,241,241
48,scam,youtube,welcome to technical support avanquest technical support my name's how can i help you hi my name is i've downloaded one safe pc cleaner and it's identified a lot of files that i need to remove but i i can't i can't remove them without i don't want like a license number or something yes and sir that's the reason why you need purchase the license for the onesafe pc cleaner to use all the features in such a case in order to get the detail about this license could you please tell me if you have the order id for purchase no i i've just downloaded it,48,48,48
77,scam,youtube,thank you for calling online support you're speaking to how may i help you today hi i have a strange message on my screen that says that my computer is blocked for security reasons all right miss if you don't mind can you read that complete message for me so that i can easily understand that yes okay i'm over at the computer it literally says windows defender security warning access to this computer is blocked for security reasons and for the safety if computer has been reported to be infected with trojan spyware the following data is at risk email credentials banking passwords facebook and then on top of that there's a smaller window that says threat detected trojan spyware okay well,77,77,77
36,scam,youtube,thanks for your call speaking with can we help you hi i was just trying to watch movies in my computer and it's telling me it's locked and i have to call security okay and what were you trying to do on this computer i'm watching movies is this your personal computer or it's a family computer its a work computer it's a work computer okay so do you have any it guy sorry do you have any it guy in your work in your office no my home no i brought my work laptop home,36,36,36
25,scam,youtube,we have found some suspicious activity in your amazon account that someone has tried to order an iphone 11 so that's why we called you do you know about that one minute let me confirm your phone number your phone number is okay so this is just a confirmation call and we have found that you haven't placed the order right yes that's correct i haven't do we have do we have any computer or laptops so that we can be able to send you an online cancellation form,25,25,25
83,scam,youtube,thank you for calling support team this is how may i help you today hi i have a strange message on my screen that says my computer's been blocked due to security reasons all right sir don't worry sir we are here to help you out so now we can see that someone trying to hack your computer with the help of your ip address okay so that's the reason you receive this follow it on your computer which is the clear case of hacking attempt so you need to simply follow some steps to unblock your computer and update the defender system of your computer yeah click on that run box and type it over there www dot,83,83,83
67,scam,youtube,thank you for calling support you are talking to how may i help you where are you from ma'am i'm from microsoft my name is okay but what country are you from microsoft microsoft windows support ma'am country there's no there's no country by the name of microsoft seattle washington we have a headquarters here in seattle washington ma'am but what country are you from you're not english no no english ma'am i m born here in washington i'm born here in seattle washington,67,67,67
139,scam,youtube,yeah i had a message calls number about my amazon account yes sir did you order iphone 11 pro from your amazon account and this is a verification call so do you confirm this order or no i haven't ordered anything what are you talking about i'm talking about your amazon so you haven't done it you did not order iphone 11 pro yeah that's what i'm trying to tell you is i don't know what you're talking about tell me tell me what's going on as i told you did not order iphone 11 pro from your amazon account it means this is unauthorized on that correct step yeah,139,139,139
46,scam,youtube,thank you for calling support you're speaking with how can i help you well i got one of these big blue things that came up on my screen said that somebody had used something to access my computer and that it was a critical alert and it says let's see your computer has alerted us that is has been infected with a pornographic spyware and virus oh and since how long have you been getting all these things on your computer miss it started yesterday and i just went to bed and left it,46,46,46
149,scam,youtube,department how may i help you yes i i had a missed call from this number yes sir this call is about your computer service you charge for the anti virus protection for your computer 399 99 you want to cancel it sir or you want to renew this service well sure i want to cancel it when did they start that when did they charge you okay i'm done sir when you purchase that computer at that time you pay some extra money for the anti virus protection for your computer and today that one is expired and today's auto renewal date that's why you,149,149,149
50,scam,youtube,thank you for calling my phone support this is how can i help you i want to have you help me change my birth date on my microsoft account can you do that right sir i will definitely help you out with that before i go ahead any further may i have your first and last name all right thank you and your email address please okay thank you and in case the line got disconnected with the right number,50,50,50
90,scam,youtube,thanks for getting connected not in how can i help you yes i got an invoice from mcafee it says that i'm gonna be paying 699 and wondering why i'm being charged okay and did you give any approval for this transaction i called my husband and read the invoice to him and he said we're not paying that we don't we're the we use windows defender and i'm like well what is a mcafee it is a antivirus and full protection for the computer so if you did not authorize i just build up your case with the help of your invoice id number and i can see it is,90,90,90
138,scam,youtube,thank you for calling norton customer service this is how can i help you yes i received a notice saying that i buy year subscription norton for and i never ordered this okay so you want that the cancel the so right yes all right can you just give me the invoice number which you have on that email so let me cancel this order all right all right sir so right now sir what i'm going to do i'm going to help you the cancel this order okay and once we are cancel that i will report you to the norton server so they were not,138,138,138
95,scam,youtube,thanks for get connected to the cancellation department this is how are you doing today hi well i have an email invoiced in this morning i'm being charged 389 and i'm not sure i understand why that says on thank you for choosing mcafee protection plan you find the related invoice sympathetically against the contributions for the auto reclamation code quantity mcafee total security and where did you get this email in your computer or in your cell phone and i got it on i got it on my email just too long for a moment let me check it in my system and you did,95,95,95
32,scam,youtube,thank you for calling reimage support please wait for the next available agent hi thank you for calling reimage my name is how can i help you today hi yeah i think i've got a problem with my computer it was it was talking about a virus first and i downloaded re image and it seems to have identified some things and i'm not sure what it means if you can help okay okay if i got it correctly you are saying that you have virus in your computer is that right sir well i saw a message about a virus and i was prompted to download,32,32,32
78,scam,youtube,thank you for calling technical support here speaking with how can i help you today hi i have a message on my screen that says my computer's been blocked for security reasons and for safety no problem ma'am i will surely help you okay let me go ahead and guide you some of the troubleshooting steps which you have to follow so i can go ahead and connect your network to our server so i could diagnose the problem and i will let you know why you are getting such kind of alert on the computer look at on the computer keyboard on the left hand side bottom corner of your keyboard do you see,78,78,78
99,scam,youtube,hello yes i'm calling for yes my name is i'm i'm husband yes i'm calling about an invoice that we received last week for 398 yes yes obviously but today each and everything is not working so we are giving you a call back on tomorrow because you know today the banks are closed right now so we can't make a transaction well our bank cyprus credit union's open yeah why not we will provide you the refund okay we will cancel your subscription and we will send you the funds back so right now where are you by the way it's it's yes i came home for lunch to do this i'm i'm in front of the computer,99,99,99
31,scam,youtube,hello thank you for calling support whom i helped you hello yes i've got a problem with my email my gmail and i'm wondering if you can help with it definitely i can help you with that problem what's the exact problem you're facing with your gmail so i've got an ipad here that i already have the in the ipad if you can help that's definitely i can help you so here i would like to know do you have a computer as well apart from this ipad i have a laptop as well yes but i i don't need the mail on it and you you don't,31,31,31
105,scam,youtube,thank you for calling cancellation department how may i help you hi i got a notice saying that i'm going to be owing norton lifelock for 349 it's an invoice all right ma'am now as you can see my system you had been charged like a 349 99 for your computer security software so tell me what you want you want to keep it and you want to cancel it and get back your refund money what do you want i want to cancel because i didn't realize we were gonna have to pay please cancel it so if you like to,105,105,105
183,scam,youtube,hi i need to speak to the norton department please yeah ma'am this is norton how may i help you sorry what is you name my name is okay do you work for norton yes norton antivirus support okay i got a call an email sorry i think from someone named about about my norton subscription being auto renewed okay can you tell me the auto id number or the invoice number hello it's okay and what is the amount 368 okay ma'am just hold one moment and i will check in the system okay alright yeah i can see over there it's a norton subscription for your pc protection so as you,183,183,183
156,scam,youtube,hello hello hi i received this email about northern lifelock subscription that is expiring today it's asking me for 249 looks like or something like that i'm i never remember having such a subscription what is going on here who's taking money from my account my company sir because you have our company security software in your computer and this is auto renewal services that's the reason my company charge uses and sending you this email to inform you like you want to continue this services or cancel it because if you continue the services so my company charge you every month but i don't remember having having this subscription so who made,156,156,156
189,scam,youtube,with amazon how can i help you i i need to speak to the i guess fraud department amazon yes ma'am this is amazon fraud prevention department how can i help you oh wow okay so i i got an email saying there was a 17 500 90 wait oh 1 750 i mean that's still a lot though 1 750 order and this is fraud you did not prevent this fraud this is i did not place this order it has a an ugly looking mouse for a computer i did not do this okay okay ma'am so do one thing first like confirm me the order id okay so i'll be looking forward,189,189,189
129,scam,youtube,hello hello yes how can i help you may i talking to mrs yes this how can i help you mrs like we're calling you from the malwarebytes customer support okay yeah we are seeing some we are seeing some unusual activities in your malwarebytes okay so we are calling you so can you please let me know that like do you have any access from another country like russia because the some hackers have a uses of malware's account no i don't know anybody from any other country okay so madam like did you share your computer password or your wi fi password with anyone my grandkids no no part,129,129,129
116,scam,youtube,dear hi ma'am this is i'm one of the senior officer from norton how from amazon now let me tell you what happened we can see that you did not place this order right yes using alpemix mix is due to the transmission below and by using alpemix you are deemed to accept the terms all or some of these terms may be changed wholly yes ma'am or partially without a prior warning yeah what are the options oh there's more it says royalties,116,116,116
115,scam,youtube,thank you for calling this is hi i'm responding to a text message that i got about a auto renewal for norton lifelock i haven't used norton in many years so i guess i'm subscribed still it seems so sir because they know that's the only case when you receive those messages okay well so did you you try to subscribe to our northern lifelock security no i mean that's what's confusing me i i i never have and i'm getting charged 599 i can't think of how the charge would have come about i mean i have windows 10 and it comes with its own antivirus okay that's actually an inbuilt security itself for windows you're telling me that,115,115,115
151,scam,youtube,thank you for calling cancellation department how may i help you yeah i'm returning a phone call yes this call is abnout your computer service which has gone expired and that's why your account has been charged 400 so you want to cancel it or you want to renew that no i want to cancel it okay not okay not at all so if you want to cancel that services and stop the statement what you need to do you need to follow the corporate dismiss so i can help you how to cancel that services and we are going to refund back the money so first of all in order to cancel that you,151,151,151
177,scam,youtube,hello yeah yes hello thank your for connecting with us macafee technical support how can i help you sorry you're gonna have to you for some reason i can't tell what you're saying madam but the subscription of your computer has been expired so you need to hello so you ned to follow our step otherwise you can lose your computer yeah you will lose your computer if you're not going to try to listen to me with what i'm saying that's the reason that we are ringing you today okay okay is this i can't really hear what you're saying i i gosh i don't,177,177,177
81,scam,youtube,thank you for calling support how may help you hi i have a strange message on my screen it says access to my device has been blocked for security reasons and can you just read it out for me what exactly see on your computer screen right now well it says windows defender security warning access to this scammer this or computer is blocked for security reasons block for your computer sorry it says your computer has been reported to be infected with a trojan spyware says there's a scanner it's a scanner in the upper left hand corner i don't know what it's scanning all right,81,81,81
71,scam,youtube,thank you for calling support you are talking to how may i help you thank you i receive a note your computer has alerted us it has been infected by a trojan spywear the following data has been compromised sir i will tell you what you have to do i'll go ahead and get that checked for you i said may i know the make and model of your computer what i have to do now in this moment sir i am asking what's the make and model of your computer,71,71,71
184,scam,youtube,hello no one is available to hello hello hello can you hear me sir yes who is this sir this is from microsoft i got a call from your number right now how can i help you oh okay yes i was trying to talk to you but for some reason it for some reason you weren't answering me okay no issues sir tell me how can i help you today what is the problem well i i didn't i couldn't quite understand the voicemail because it was a little bit how do you say the robot voice was hard to understand okay but but it said something about 900 not an issue and i,184,184,184
130,scam,youtube,thank you for calling norton how are you doing today i'm doing fine how are you i'm fine thank you very much ma'am and i believe you have received an email confirmation for your norton renewal right yes i did i i wrote down the phone number so you want torenew your norton security you want to cancel your norton security i didn't even know i had norton security yes ma'am no i don't want to renew it so what i need to do my mind to go ahead and cancel your norton security and once you consider norton security your security will get cancelled and your money will be get refund because we have put that charge on,130,130,130
206,scam,youtube,thank you for calling the support desk of norton my name is how can i help you hey how are you i'm good sir how about you i'm doing i'm doing okay got a lot kind of got a lot going on i'm starting to i sold i sold my i sold my business and if i'm honest i don't know what to do with myself i understand i retired i retired a couple months back sold the business and now i'm sitting here with all this time on my hands and i i i i'm wondering if that was the right decision,206,206,206
91,scam,youtube,thank you for calling norton how may i help you i have an invoice from norton stating that i owe 398 so so according to your invoice number i got to know that whenever you bought a laptop or a desktop norton has provided its security for free since the free subscription has been expired norton has auto renewed it for five years at 398 so so are you willing to continue with the subscription or you want to cancel it well cancel it i i hate norton i'll never buy norton,91,91,91
44,scam,youtube,thank you for calling support this is mac how may i help you yes my computer's beeping it says someone signed on to my computer and it's it's a suspicious activity and i could get an infection from it i am really sorry to hear that ma'am can i ask you what exactly you was doing when you got that kind of a message or an alert ma'am all i did was put in american heart association all i did was put in typed in americanheartassociation org to print my i'm a nurse and i took a cpr class,44,44,44
181,scam,youtube,thank you for calling macafee how can i help you yeah i hello you called me about 399 thing is that right yeah you received a voice recorded call sir yes ok perfect so sir the call was in regards to a refund of 399 basically three years back you had gone ahead and opted for a security service for your computer and internet connection and okay it was for five years that you made the payments i'm i'm sorry could you repeat that could you repeat that sorry sure yeah i was saying three years back you had gone ahead and made a payment of 399 okay and you had taken a package,181,181,181
107,scam,youtube,thank you for calling support this is how can i help here hi it's i said i would call you when i got home okay okay so just give me one minute please may i have your name please originally spoke with oh yes i do remember that yes there's a 780 macbook i wasn't ordered on my amazon yes yes yes thank you so much for calling back so could you please get your computer again where are you located we're in california wow i love california oh you do i used to live in illinois i'm in salt lake city utah,107,107,107
228,scam,youtube,thank you for calling tech support this is can i help you today hey i need to be transferred to whatever department it is it unblocks the computers it got blocked by accident okay and what do you see on your screen could you just read it to me please yeah well it's a message it says microsoft blocked my computer and disabled it for security reasons i i i think that could have been some kind of mistake though and i'd like to have it unblocked now let me tell you what now let me tell you now is this your personal computer or is it a,228,228,228
